"Site","SC.Category","SC.Level","Sample.Date","Sample.Month","Fraction","Replicate","Genus","Length","Abundance","Biomass"
"EAS","REF","25","3/30/24","March","> 1",2,"Optioservus",4,13,3.069767852
"EAS","REF","25","3/30/24","March","> 1",2,"Optioservus",5,3,1.37131452
"EAS","REF","25","3/30/24","March","> 1",2,"Optioservus",6,7,5.488963567
"EAS","REF","25","3/30/24","March","> 1",2,"Optioservus",7,3,3.712582047
"EAS","REF","25","3/30/24","March","> 1",2,"Optioservus",8,1,1.837430701
"EAS","REF","25","3/30/24","March","> 1",2,"Orthocladine",5,2,0.150500652
"EAS","REF","25","3/30/24","March","> 1",2,"Orthocladine",6,6,0.680979698
"EAS","REF","25","3/30/24","March","> 1",2,"Orthocladine",7,2,0.321300183
"EAS","REF","25","3/30/24","March","> 1",2,"Paracapnia",5,1,0.218976945
"EAS","REF","25","3/30/24","March","> 1",2,"Paraleptophlebia",9,2,0.4626933256
"EAS","REF","25","3/30/24","March","> 1",2,"Paraleptophlebia",10,1,0.3146180222
"EAS","REF","25","3/30/24","March","> 1",2,"Prosimulium",2,1,0.010951332
"EAS","REF","25","3/30/24","March","> 1",2,"Prosimulium",4,3,0.299829163
"EAS","REF","25","3/30/24","March","> 1",2,"Prosimulium",5,2,0.407310453
"EAS","REF","25","3/30/24","March","> 1",2,"Prosimulium",6,2,0.728641211
"EAS","REF","25","3/30/24","March","> 1",2,"Rhyacophila",4,1,0.308137087
"EAS","REF","25","3/30/24","March","> 1",2,"Rhyacophila",8,1,1.719089004
"EAS","REF","25","3/30/24","March","> 1",2,"Stenonema",3,2,0.4533036
"EAS","REF","25","3/30/24","March","> 1",2,"Stenonema",5,1,0.86241341
"EAS","REF","25","3/30/24","March","> 1",2,"Stenonema",6,1,1.389484289
"EAS","REF","25","3/30/24","March","> 1",2,"Stenonema",7,1,2.079631765
"EAS","REF","25","3/30/24","March","> 1",2,"Stenonema",10,1,5.287008025
"EAS","REF","25","3/30/24","March","> 1",2,"Taeniopteryx",5,3,1.577988156
"EAS","REF","25","3/30/24","March","> 1",2,"Tanypodinae",4,1,0.003803162
"EAS","REF","25","3/30/24","March","> 1",3,"Amphinemura",4,1,0.2472797
"EAS","REF","25","3/30/24","March","> 1",3,"Prosimulium",5,1,0.203655226
"EAS","REF","25","3/30/24","March","> 1",3,"Rhyacophila",3,1,0.150971825
"EAS","REF","25","3/30/24","March","> 1",3,"Rhyacophila",4,1,0.308137087
"EAS","REF","25","3/30/24","March","> 1",4,"Acerpenna",4,1,0.316925387
"EAS","REF","25","3/30/24","March","> 1",4,"Acroneuria",6,1,0.0621925612
"EAS","REF","25","3/30/24","March","> 1",4,"Acroneuria",8,1,0.1575942758
"EAS","REF","25","3/30/24","March","> 1",4,"Acroneuria",10,1,0.3241556539
"EAS","REF","25","3/30/24","March","> 1",4,"Amphinemura",2,1,0.031450259
"EAS","REF","25","3/30/24","March","> 1",4,"Amphinemura",3,1,0.105074111
"EAS","REF","25","3/30/24","March","> 1",4,"Amphinemura",4,5,1.236398501
"EAS","REF","25","3/30/24","March","> 1",4,"Cernotina",8,1,1.370815814
"EAS","REF","25","3/30/24","March","> 1",4,"Cyrnellus",10,1,2.411339435
"EAS","REF","25","3/30/24","March","> 1",4,"Dicranota",7,1,0.456969585
"EAS","REF","25","3/30/24","March","> 1",4,"Diplectrona",4,1,0.185179649
"EAS","REF","25","3/30/24","March","> 1",4,"Diplectrona",5,1,0.332274866
"EAS","REF","25","3/30/24","March","> 1",4,"Diplectrona",6,1,0.535737882
"EAS","REF","25","3/30/24","March","> 1",4,"Diplectrona",7,2,1.604659681
"EAS","REF","25","3/30/24","March","> 1",4,"Diplectrona",9,3,4.649783258
"EAS","REF","25","3/30/24","March","> 1",4,"Diplectrona",10,3,6.127979937
"EAS","REF","25","3/30/24","March","> 1",4,"Diplectrona",11,1,2.622073825
"EAS","REF","25","3/30/24","March","> 1",4,"Diplectrona",12,2,6.586898031
"EAS","REF","25","3/30/24","March","> 1",4,"Ectopria",3,1,0.409573645
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",3,1,0.226604096
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",4,10,4.880669132
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",5,13,11.50487022
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",6,5,7.195894035
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",7,8,17.36808077
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",8,2,6.199495674
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",9,4,16.97501373
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",10,4,22.48253932
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",12,1,9.140327429
"EAS","REF","25","3/30/24","March","> 1",4,"Epeorus",14,3,41.36472069
"EAS","REF","25","3/30/24","March","> 1",4,"Eurylophella",4,2,0.641808906
"EAS","REF","25","3/30/24","March","> 1",4,"Eurylophella",5,3,1.744087877
"EAS","REF","25","3/30/24","March","> 1",4,"Eurylophella",6,2,1.889455911
"EAS","REF","25","3/30/24","March","> 1",4,"Hexatoma",4,1,0.153531336
"EAS","REF","25","3/30/24","March","> 1",4,"Hexatoma",7,2,1.312664674
"EAS","REF","25","3/30/24","March","> 1",4,"Hexatoma",16,1,5.612350239
"EAS","REF","25","3/30/24","March","> 1",4,"Hexatoma",17,1,6.568930852
"EAS","REF","25","3/30/24","March","> 1",4,"Hexatoma",25,1,17.87728455
"EAS","REF","25","3/30/24","March","> 1",4,"Hexatoma",28,1,23.99228103
"EAS","REF","25","3/30/24","March","> 1",4,"Hexatoma",31,1,31.24814546
"EAS","REF","25","3/30/24","March","> 1",4,"Hydropsyche",13,1,7.13421516
"EAS","REF","25","3/30/24","March","> 1",4,"Lepidostoma",4,1,0.310802146
"EAS","REF","25","3/30/24","March","> 1",4,"Lepidostoma",5,1,0.561304641
"EAS","REF","25","3/30/24","March","> 1",4,"Leuctra",5,1,0.229164028
"EAS","REF","25","3/30/24","March","> 1",4,"Orthocladine",3,1,0.023793663
"EAS","REF","25","3/30/24","March","> 1",4,"Orthocladine",4,2,0.091012954
"EAS","REF","25","3/30/24","March","> 1",4,"Orthocladine",5,2,0.150500652
"EAS","REF","25","3/30/24","March","> 1",4,"Orthocladine",6,6,0.680979698
"EAS","REF","25","3/30/24","March","> 1",4,"Orthocladine",7,1,0.160650092
"EAS","REF","25","3/30/24","March","> 1",4,"Oulimnius",4,12,5.717460834
"EAS","REF","25","3/30/24","March","> 1",4,"Paraleptophlebia",9,3,0.6940399884
"EAS","REF","25","3/30/24","March","> 1",4,"Paraleptophlebia",10,1,0.3146180222
"EAS","REF","25","3/30/24","March","> 1",4,"Probezzia",8,1,0.4772052234
"EAS","REF","25","3/30/24","March","> 1",4,"Probezzia",9,1,0.6325021738
"EAS","REF","25","3/30/24","March","> 1",4,"Probezzia",12,1,1.258680432
"EAS","REF","25","3/30/24","March","> 1",4,"Prosimulium",4,3,0.299829163
"EAS","REF","25","3/30/24","March","> 1",4,"Prosimulium",5,3,0.610965679
"EAS","REF","25","3/30/24","March","> 1",4,"Prosimulium",6,6,2.185923632
"EAS","REF","25","3/30/24","March","> 1",4,"Pteronarcys",15,1,141.957913
"EAS","REF","25","3/30/24","March","> 1",4,"Pteronarcys",21,1,369.7378125
"EAS","REF","25","3/30/24","March","> 1",4,"Pteronarcys",24,1,540.6061185
"EAS","REF","25","3/30/24","March","> 1",4,"Rhyacophila",6,2,1.684535979
"EAS","REF","25","3/30/24","March","> 1",4,"Rhyacophila",9,1,2.302271927
"EAS","REF","25","3/30/24","March","> 1",4,"Rhyacophila",11,1,3.786945489
"EAS","REF","25","3/30/24","March","> 1",4,"Rhyacophila",18,1,12.84431676
"EAS","REF","25","3/30/24","March","> 1",4,"Stenonema",3,1,0.2266518
"EAS","REF","25","3/30/24","March","> 1",4,"Stenonema",4,3,1.44317887
"EAS","REF","25","3/30/24","March","> 1",4,"Stenonema",5,2,1.72482682
"EAS","REF","25","3/30/24","March","> 1",4,"Taeniopteryx",4,2,0.574499209
"EAS","REF","25","3/30/24","March","> 1",4,"Taeniopteryx",5,2,1.051992104
"EAS","REF","25","3/30/24","March","> 1",4,"Tanypodinae",6,1,0.003804087
"EAS","REF","25","3/30/24","March","> 1",4,"Tanypodinae",7,1,0.003804439
"EAS","REF","25","3/30/24","March","> 1",5,"Acroneuria",14,1,0.9616995487
"EAS","REF","25","3/30/24","March","> 1",5,"Acroneuria",18,1,2.16667782
"EAS","REF","25","3/30/24","March","> 1",5,"Alloperla",4,1,0.02706469304
"EAS","REF","25","3/30/24","March","> 1",5,"Amphinemura",3,2,0.210148222
"EAS","REF","25","3/30/24","March","> 1",5,"Attenella",4,2,1.034074781
"EAS","REF","25","3/30/24","March","> 1",5,"Dolophilodes",5,1,0.38172937
"EAS","REF","25","3/30/24","March","> 1",5,"Epeorus",2,1,0.076847965
"EAS","REF","25","3/30/24","March","> 1",5,"Epeorus",4,1,0.488066913
"EAS","REF","25","3/30/24","March","> 1",5,"Eurylophella",4,2,0.641808906
"EAS","REF","25","3/30/24","March","> 1",5,"Hexatoma",5,2,0.548031368
"EAS","REF","25","3/30/24","March","> 1",5,"Hydropsyche",4,2,0.511466964
"EAS","REF","25","3/30/24","March","> 1",5,"Hydropsyche",7,1,1.242015573
"EAS","REF","25","3/30/24","March","> 1",5,"Isoperla",10,1,4.549880602
"EAS","REF","25","3/30/24","March","> 1",5,"Neophylax",18,1,18.52348592
"EAS","REF","25","3/30/24","March","> 1",5,"Optioservus",3,3,0.302318536
"EAS","REF","25","3/30/24","March","> 1",5,"Orthocladine",4,1,0.045506477
"EAS","REF","25","3/30/24","March","> 1",5,"Orthocladine",5,1,0.075250326
"EAS","REF","25","3/30/24","March","> 1",5,"Paraleptophlebia",4,1,0.02170674235
"EAS","REF","25","3/30/24","March","> 1",5,"Stenonema",5,5,4.312067051
"EAS","REF","25","3/30/24","March","> 1",5,"Stenonema",7,1,2.079631765
"EAS","REF","25","3/30/24","March","> 1",5,"Tanytarsini",3,1,0.016020526
"FRY","MID","402","3/30/24","March","> 1",1,"Alloperla",5,1,0.04970338664
"FRY","MID","402","3/30/24","March","> 1",1,"Alloperla",6,1,0.08167247103
"FRY","MID","402","3/30/24","March","> 1",1,"Amphinemura",3,2,0.210148222
"FRY","MID","402","3/30/24","March","> 1",1,"Amphinemura",4,9,2.225517302
"FRY","MID","402","3/30/24","March","> 1",1,"Amphinemura",5,4,1.921125539
"FRY","MID","402","3/30/24","March","> 1",1,"Dicranota",9,1,0.886545973
"FRY","MID","402","3/30/24","March","> 1",1,"Diplectrona",7,1,0.80232984
"FRY","MID","402","3/30/24","March","> 1",1,"Epeorus",3,1,0.226604096
"FRY","MID","402","3/30/24","March","> 1",1,"Epeorus",4,2,0.976133826
"FRY","MID","402","3/30/24","March","> 1",1,"Epeorus",5,2,1.769980035
"FRY","MID","402","3/30/24","March","> 1",1,"Eurylophella",3,1,0.149163954
"FRY","MID","402","3/30/24","March","> 1",1,"Eurylophella",5,1,0.581362626
"FRY","MID","402","3/30/24","March","> 1",1,"Eurylophella",6,1,0.944727955
"FRY","MID","402","3/30/24","March","> 1",1,"Isoperla",5,1,0.72087883
"FRY","MID","402","3/30/24","March","> 1",1,"Neophylax",9,1,2.569136812
"FRY","MID","402","3/30/24","March","> 1",1,"Optioservus",4,1,0.236135989
"FRY","MID","402","3/30/24","March","> 1",1,"Optioservus",5,2,0.91420968
"FRY","MID","402","3/30/24","March","> 1",1,"Optioservus",6,6,4.704825915
"FRY","MID","402","3/30/24","March","> 1",1,"Optioservus",7,12,14.85032819
"FRY","MID","402","3/30/24","March","> 1",1,"Orthocladine",4,1,0.045506477
"FRY","MID","402","3/30/24","March","> 1",1,"Orthocladine",5,9,0.677252934
"FRY","MID","402","3/30/24","March","> 1",1,"Orthocladine",6,14,1.588952628
"FRY","MID","402","3/30/24","March","> 1",1,"Orthocladine",7,10,1.606500917
"FRY","MID","402","3/30/24","March","> 1",1,"Orthocladine",8,7,1.519472577
"FRY","MID","402","3/30/24","March","> 1",1,"Orthocladine",9,13,3.679899553
"FRY","MID","402","3/30/24","March","> 1",1,"Orthocladine",10,6,2.153680352
"FRY","MID","402","3/30/24","March","> 1",1,"Orthocladine",11,3,1.334905009
"FRY","MID","402","3/30/24","March","> 1",1,"Oulimnius",3,1,0.228469625
"FRY","MID","402","3/30/24","March","> 1",1,"Oulimnius",4,8,3.811640556
"FRY","MID","402","3/30/24","March","> 1",1,"Oulimnius",5,1,0.842573224
"FRY","MID","402","3/30/24","March","> 1",1,"Probezzia",8,1,0.4772052234
"FRY","MID","402","3/30/24","March","> 1",1,"Psephenus",3,1,0.182823198
"FRY","MID","402","3/30/24","March","> 1",1,"Rhyacophila",4,1,0.308137087
"FRY","MID","402","3/30/24","March","> 1",1,"Rhyacophila",11,1,3.786945489
"FRY","MID","402","3/30/24","March","> 1",1,"Tanypodinae",4,1,0.003803162
"FRY","MID","402","3/30/24","March","> 1",1,"Tipula",50,1,90.52399138
"FRY","MID","402","3/30/24","March","> 1",2,"Amphinemura",3,2,0.210148222
"FRY","MID","402","3/30/24","March","> 1",2,"Amphinemura",4,6,1.483678201
"FRY","MID","402","3/30/24","March","> 1",2,"Amphinemura",5,2,0.96056277
"FRY","MID","402","3/30/24","March","> 1",2,"Baetidae",3,6,0.876795151
"FRY","MID","402","3/30/24","March","> 1",2,"Baetidae",4,11,3.486179254
"FRY","MID","402","3/30/24","March","> 1",2,"Baetidae",5,13,7.510783201
"FRY","MID","402","3/30/24","March","> 1",2,"Baetidae",6,1,0.94366665
"FRY","MID","402","3/30/24","March","> 1",2,"Cheumatopsyche",12,2,6.586898031
"FRY","MID","402","3/30/24","March","> 1",2,"Cheumatopsyche",13,1,4.06188537
"FRY","MID","402","3/30/24","March","> 1",2,"Dicranota",7,1,0.456969585
"FRY","MID","402","3/30/24","March","> 1",2,"Dicranota",9,1,0.886545973
"FRY","MID","402","3/30/24","March","> 1",2,"Diplectrona",11,1,2.622073825
"FRY","MID","402","3/30/24","March","> 1",2,"Eurylophella",3,3,0.447491863
"FRY","MID","402","3/30/24","March","> 1",2,"Eurylophella",4,6,1.925426719
"FRY","MID","402","3/30/24","March","> 1",2,"Eurylophella",5,2,1.162725251
"FRY","MID","402","3/30/24","March","> 1",2,"Neophylax",8,1,1.836549097
"FRY","MID","402","3/30/24","March","> 1",2,"Orthocladine",3,1,0.023793663
"FRY","MID","402","3/30/24","March","> 1",2,"Orthocladine",4,8,0.364051817
"FRY","MID","402","3/30/24","March","> 1",2,"Orthocladine",5,14,1.053504563
"FRY","MID","402","3/30/24","March","> 1",2,"Orthocladine",6,14,1.588952628
"FRY","MID","402","3/30/24","March","> 1",2,"Orthocladine",7,11,1.767151009
"FRY","MID","402","3/30/24","March","> 1",2,"Orthocladine",8,6,1.302405066
"FRY","MID","402","3/30/24","March","> 1",2,"Orthocladine",9,3,0.849207589
"FRY","MID","402","3/30/24","March","> 1",2,"Orthocladine",10,1,0.358946725
"FRY","MID","402","3/30/24","March","> 1",2,"Orthocladine",11,1,0.444968336
"FRY","MID","402","3/30/24","March","> 1",2,"Oulimnius",3,1,0.228469625
"FRY","MID","402","3/30/24","March","> 1",2,"Oulimnius",4,1,0.47645507
"FRY","MID","402","3/30/24","March","> 1",2,"Paracapnia",5,1,0.218976945
"FRY","MID","402","3/30/24","March","> 1",2,"Psephenus",3,4,0.731292794
"FRY","MID","402","3/30/24","March","> 1",2,"Psephenus",8,1,3.091001086
"FRY","MID","402","3/30/24","March","> 1",2,"Rhyacophila",6,1,0.842267989
"FRY","MID","402","3/30/24","March","> 1",2,"Rhyacophila",9,1,2.302271927
"FRY","MID","402","3/30/24","March","> 1",2,"Rhyacophila",10,1,2.989752203
"FRY","MID","402","3/30/24","March","> 1",2,"Stenelmis",4,1,3.503098566
"FRY","MID","402","3/30/24","March","> 1",2,"Stenonema",5,1,0.86241341
"FRY","MID","402","3/30/24","March","> 1",3,"Acentrella",3,10,1.97359721
"FRY","MID","402","3/30/24","March","> 1",3,"Acentrella",4,41,17.84941162
"FRY","MID","402","3/30/24","March","> 1",3,"Acentrella",5,30,24.1248065
"FRY","MID","402","3/30/24","March","> 1",3,"Acentrella",6,12,15.93207186
"FRY","MID","402","3/30/24","March","> 1",3,"Acroneuria",10,1,0.3241556539
"FRY","MID","402","3/30/24","March","> 1",3,"Acroneuria",13,1,0.7568651623
"FRY","MID","402","3/30/24","March","> 1",3,"Acroneuria",22,1,4.144419471
"FRY","MID","402","3/30/24","March","> 1",3,"Alloperla",4,1,0.02706469304
"FRY","MID","402","3/30/24","March","> 1",3,"Alloperla",7,1,0.1242907334
"FRY","MID","402","3/30/24","March","> 1",3,"Amphinemura",3,13,1.365963443
"FRY","MID","402","3/30/24","March","> 1",3,"Amphinemura",4,42,10.38574741
"FRY","MID","402","3/30/24","March","> 1",3,"Amphinemura",5,24,11.52675324
"FRY","MID","402","3/30/24","March","> 1",3,"Amphinemura",6,2,1.65230401
"FRY","MID","402","3/30/24","March","> 1",3,"Atherix",22,1,1.125352679
"FRY","MID","402","3/30/24","March","> 1",3,"Cheumatopsyche",8,1,1.138392028
"FRY","MID","402","3/30/24","March","> 1",3,"Cheumatopsyche",12,1,3.293449015
"FRY","MID","402","3/30/24","March","> 1",3,"Diplectrona",6,4,2.142951526
"FRY","MID","402","3/30/24","March","> 1",3,"Diplectrona",7,3,2.406989521
"FRY","MID","402","3/30/24","March","> 1",3,"Diplectrona",8,1,1.138392028
"FRY","MID","402","3/30/24","March","> 1",3,"Diplectrona",9,2,3.099855506
"FRY","MID","402","3/30/24","March","> 1",3,"Diplectrona",10,12,24.51191975
"FRY","MID","402","3/30/24","March","> 1",3,"Diplectrona",13,1,4.06188537
"FRY","MID","402","3/30/24","March","> 1",3,"Epeorus",13,1,11.31546201
"FRY","MID","402","3/30/24","March","> 1",3,"Eurylophella",3,2,0.298327909
"FRY","MID","402","3/30/24","March","> 1",3,"Eurylophella",4,11,3.529948986
"FRY","MID","402","3/30/24","March","> 1",3,"Eurylophella",5,3,1.744087877
"FRY","MID","402","3/30/24","March","> 1",3,"Hydropsyche",15,1,10.68690359
"FRY","MID","402","3/30/24","March","> 1",3,"Hydropsyche",17,1,15.21801227
"FRY","MID","402","3/30/24","March","> 1",3,"Isoperla",5,2,1.441757659
"FRY","MID","402","3/30/24","March","> 1",3,"Isoperla",6,1,1.17037766
"FRY","MID","402","3/30/24","March","> 1",3,"Isoperla",7,3,5.289222602
"FRY","MID","402","3/30/24","March","> 1",3,"Isoperla",9,2,6.877119735
"FRY","MID","402","3/30/24","March","> 1",3,"Neophylax",8,2,3.673098194
"FRY","MID","402","3/30/24","March","> 1",3,"Neophylax",9,1,2.569136812
"FRY","MID","402","3/30/24","March","> 1",3,"Neophylax",10,1,3.468934343
"FRY","MID","402","3/30/24","March","> 1",3,"Optioservus",6,1,0.784137652
"FRY","MID","402","3/30/24","March","> 1",3,"Orthocladine",3,1,0.023793663
"FRY","MID","402","3/30/24","March","> 1",3,"Orthocladine",4,1,0.045506477
"FRY","MID","402","3/30/24","March","> 1",3,"Orthocladine",5,2,0.150500652
"FRY","MID","402","3/30/24","March","> 1",3,"Orthocladine",6,3,0.340489849
"FRY","MID","402","3/30/24","March","> 1",3,"Orthocladine",7,4,0.642600367
"FRY","MID","402","3/30/24","March","> 1",3,"Orthocladine",8,5,1.085337555
"FRY","MID","402","3/30/24","March","> 1",3,"Orthocladine",9,3,0.849207589
"FRY","MID","402","3/30/24","March","> 1",3,"Orthocladine",10,2,0.717893451
"FRY","MID","402","3/30/24","March","> 1",3,"Orthocladine",11,1,0.444968336
"FRY","MID","402","3/30/24","March","> 1",3,"Prosimulium",4,1,0.099943054
"FRY","MID","402","3/30/24","March","> 1",3,"Prosimulium",6,1,0.364320605
"FRY","MID","402","3/30/24","March","> 1",3,"Prosimulium",7,1,0.595722487
"FRY","MID","402","3/30/24","March","> 1",3,"Prostoia",6,1,0.615509743
"FRY","MID","402","3/30/24","March","> 1",3,"Psephenus",3,1,0.182823198
"FRY","MID","402","3/30/24","March","> 1",3,"Rhyacophila",5,2,1.071792716
"FRY","MID","402","3/30/24","March","> 1",3,"Rhyacophila",9,1,2.302271927
"FRY","MID","402","3/30/24","March","> 1",3,"Rhyacophila",11,1,3.786945489
"FRY","MID","402","3/30/24","March","> 1",3,"Stenonema",5,1,0.86241341
"FRY","MID","402","3/30/24","March","> 1",3,"Taeniopteryx",5,2,1.051992104
"FRY","MID","402","3/30/24","March","> 1",4,"Acentrella",2,2,0.129430776
"FRY","MID","402","3/30/24","March","> 1",4,"Acentrella",3,15,2.960395815
"FRY","MID","402","3/30/24","March","> 1",4,"Acentrella",4,26,11.31913908
"FRY","MID","402","3/30/24","March","> 1",4,"Acentrella",5,16,12.86656347
"FRY","MID","402","3/30/24","March","> 1",4,"Acroneuria",5,1,0.03450044168
"FRY","MID","402","3/30/24","March","> 1",4,"Acroneuria",8,1,0.1575942758
"FRY","MID","402","3/30/24","March","> 1",4,"Acroneuria",24,1,5.490303267
"FRY","MID","402","3/30/24","March","> 1",4,"Alloperla",4,1,0.02706469304
"FRY","MID","402","3/30/24","March","> 1",4,"Amphinemura",3,10,1.05074111
"FRY","MID","402","3/30/24","March","> 1",4,"Amphinemura",4,24,5.934712805
"FRY","MID","402","3/30/24","March","> 1",4,"Amphinemura",5,12,5.763376618
"FRY","MID","402","3/30/24","March","> 1",4,"Amphinemura",6,4,3.30460802
"FRY","MID","402","3/30/24","March","> 1",4,"Diplectrona",4,1,0.185179649
"FRY","MID","402","3/30/24","March","> 1",4,"Diplectrona",10,1,2.042659979
"FRY","MID","402","3/30/24","March","> 1",4,"Diplectrona",17,1,8.202991358
"FRY","MID","402","3/30/24","March","> 1",4,"Epeorus",4,1,0.488066913
"FRY","MID","402","3/30/24","March","> 1",4,"Epeorus",6,1,1.439178807
"FRY","MID","402","3/30/24","March","> 1",4,"Epeorus",10,1,5.62063483
"FRY","MID","402","3/30/24","March","> 1",4,"Epeorus",18,1,26.95238126
"FRY","MID","402","3/30/24","March","> 1",4,"Eurylophella",3,2,0.298327909
"FRY","MID","402","3/30/24","March","> 1",4,"Eurylophella",4,8,2.567235626
"FRY","MID","402","3/30/24","March","> 1",4,"Eurylophella",5,1,0.581362626
"FRY","MID","402","3/30/24","March","> 1",4,"Hydropsyche",11,1,4.451056622
"FRY","MID","402","3/30/24","March","> 1",4,"Hydropsyche",14,1,8.794998077
"FRY","MID","402","3/30/24","March","> 1",4,"Hydropsyche",15,1,10.68690359
"FRY","MID","402","3/30/24","March","> 1",4,"Hydropsyche",16,1,12.82345367
"FRY","MID","402","3/30/24","March","> 1",4,"Isoperla",7,1,1.763074201
"FRY","MID","402","3/30/24","March","> 1",4,"Neophylax",9,1,2.569136812
"FRY","MID","402","3/30/24","March","> 1",4,"Neophylax",10,2,6.937868687
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",2,1,0.009540071
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",3,8,0.190349303
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",4,10,0.455064771
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",5,16,1.204005215
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",6,24,2.723918791
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",7,24,3.855602201
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",8,13,2.821877642
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",9,7,1.981484375
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",10,5,1.794733627
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",11,1,0.444968336
"FRY","MID","402","3/30/24","March","> 1",4,"Orthocladine",12,1,0.541382888
"FRY","MID","402","3/30/24","March","> 1",4,"Oulimnius",4,1,0.47645507
"FRY","MID","402","3/30/24","March","> 1",4,"Paracapnia",6,1,0.344605457
"FRY","MID","402","3/30/24","March","> 1",4,"Prosimulium",5,1,0.203655226
"FRY","MID","402","3/30/24","March","> 1",4,"Prosimulium",8,1,0.912091282
"FRY","MID","402","3/30/24","March","> 1",4,"Psephenus",3,1,0.182823198
"FRY","MID","402","3/30/24","March","> 1",4,"Pteronarcys",17,1,202.6782544
"FRY","MID","402","3/30/24","March","> 1",4,"Pteronarcys",19,1,278.1211194
"FRY","MID","402","3/30/24","March","> 1",4,"Rhyacophila",5,1,0.535896358
"FRY","MID","402","3/30/24","March","> 1",4,"Rhyacophila",11,1,3.786945489
"FRY","MID","402","3/30/24","March","> 1",4,"Simulium",5,2,0.732991248
"FRY","MID","402","3/30/24","March","> 1",4,"Simulium",6,1,0.611407203
"FRY","MID","402","3/30/24","March","> 1",4,"Simulium",7,1,0.942432359
"FRY","MID","402","3/30/24","March","> 1",4,"Stenelmis",4,1,3.503098566
"FRY","MID","402","3/30/24","March","> 1",4,"Taeniopteryx",5,1,0.525996052
"FRY","MID","402","3/30/24","March","> 1",5,"Acentrella",3,28,5.526072188
"FRY","MID","402","3/30/24","March","> 1",5,"Acentrella",4,9,3.918163527
"FRY","MID","402","3/30/24","March","> 1",5,"Acentrella",5,7,5.629121517
"FRY","MID","402","3/30/24","March","> 1",5,"Acentrella",6,2,2.65534531
"FRY","MID","402","3/30/24","March","> 1",5,"Acroneuria",3,1,0.00661926085
"FRY","MID","402","3/30/24","March","> 1",5,"Acroneuria",5,1,0.03450044168
"FRY","MID","402","3/30/24","March","> 1",5,"Acroneuria",7,1,0.1023553308
"FRY","MID","402","3/30/24","March","> 1",5,"Acroneuria",10,1,0.3241556539
"FRY","MID","402","3/30/24","March","> 1",5,"Alloperla",8,1,0.1788170039
"FRY","MID","402","3/30/24","March","> 1",5,"Amphinemura",4,7,1.730957901
"FRY","MID","402","3/30/24","March","> 1",5,"Amphinemura",5,7,3.361969694
"FRY","MID","402","3/30/24","March","> 1",5,"Atherix",16,1,0.4938986872
"FRY","MID","402","3/30/24","March","> 1",5,"Cheumatopsyche",9,2,3.099855506
"FRY","MID","402","3/30/24","March","> 1",5,"Diplectrona",5,2,0.664549732
"FRY","MID","402","3/30/24","March","> 1",5,"Diplectrona",9,6,9.299566517
"FRY","MID","402","3/30/24","March","> 1",5,"Eurylophella",2,3,0.152003686
"FRY","MID","402","3/30/24","March","> 1",5,"Eurylophella",4,1,0.320904453
"FRY","MID","402","3/30/24","March","> 1",5,"Eurylophella",5,2,1.162725251
"FRY","MID","402","3/30/24","March","> 1",5,"Hydropsyche",8,1,1.810907633
"FRY","MID","402","3/30/24","March","> 1",5,"Isoperla",3,1,0.185433542
"FRY","MID","402","3/30/24","March","> 1",5,"Isoperla",8,1,2.514277364
"FRY","MID","402","3/30/24","March","> 1",5,"Neophylax",3,1,0.11219969
"FRY","MID","402","3/30/24","March","> 1",5,"Optioservus",5,1,0.45710484
"FRY","MID","402","3/30/24","March","> 1",5,"Orthocladine",4,32,1.456207268
"FRY","MID","402","3/30/24","March","> 1",5,"Orthocladine",6,18,2.042939094
"FRY","MID","402","3/30/24","March","> 1",5,"Orthocladine",8,1,0.217067511
"FRY","MID","402","3/30/24","March","> 1",5,"Oulimnius",3,1,0.228469625
"FRY","MID","402","3/30/24","March","> 1",5,"Prostoia",5,1,0.380847151
"FRY","MID","402","3/30/24","March","> 1",5,"Stenelmis",4,2,7.006197133
"FRY","MID","402","3/30/24","March","> 1",5,"Taeniopteryx",5,1,0.525996052
"FRY","MID","402","3/30/24","March","> 1",5,"Tanypodinae",3,2,0.007605011
"RIC","HIGH","1457","3/30/24","March","> 1",1,"Amphinemura",2,1,0.031450259
