"Site","SC.Category","SC.Level","Sample.Date","Sample.Month","Fraction","Replicate","Genus","Length","Abundance","Biomass"
"FRY","MID","402","10/21/23","October","> 1",5,"Simulium",3,1,0.087365377
"FRY","MID","402","10/21/23","October","> 1",5,"Tanypodinae",4,1,0.003803162
"FRY","MID","402","10/21/23","October","> 1",5,"Tipula",6,1,0.509569562
"FRY","MID","402","10/21/23","October","> 1",5,"Tipula",9,1,1.372127361
"HUR","MID","387","10/20/23","October","> 1",1,"Acroneuria",3,1,0.0066192609
"HUR","MID","387","10/20/23","October","> 1",1,"Acroneuria",4,1,0.0167730288
"HUR","MID","387","10/20/23","October","> 1",1,"Acroneuria",5,1,0.0345004417
"HUR","MID","387","10/20/23","October","> 1",1,"Acroneuria",6,1,0.0621925612
"HUR","MID","387","10/20/23","October","> 1",1,"Acroneuria",7,1,0.1023553308
"HUR","MID","387","10/20/23","October","> 1",1,"Acroneuria",14,1,0.9616995487
"HUR","MID","387","10/20/23","October","> 1",1,"Acroneuria",18,1,2.16667782
"HUR","MID","387","10/20/23","October","> 1",1,"Adult",3,1,0.471063475
"HUR","MID","387","10/20/23","October","> 1",1,"Alloperla",3,1,0.1236146625
"HUR","MID","387","10/20/23","October","> 1",1,"Cernotina",6,1,0.661849376
"HUR","MID","387","10/20/23","October","> 1",1,"Cyrnellus",4,1,0.23717679
"HUR","MID","387","10/20/23","October","> 1",1,"Diplectrona",3,1,0.087147266
"HUR","MID","387","10/20/23","October","> 1",1,"Diplectrona",4,1,0.185179649
"HUR","MID","387","10/20/23","October","> 1",1,"Diplectrona",6,2,1.071475763
"HUR","MID","387","10/20/23","October","> 1",1,"Diplectrona",7,2,1.604659681
"HUR","MID","387","10/20/23","October","> 1",1,"Diplectrona",8,2,2.276784057
"HUR","MID","387","10/20/23","October","> 1",1,"Ectopria",2,1,0.124899502
"HUR","MID","387","10/20/23","October","> 1",1,"Ectopria",3,1,0.409573645
"HUR","MID","387","10/20/23","October","> 1",1,"Ectopria",5,1,1.828634844
"HUR","MID","387","10/20/23","October","> 1",1,"Eurylophella",4,1,0.320904453
"HUR","MID","387","10/20/23","October","> 1",1,"Hexatoma",5,1,0.412615707
"HUR","MID","387","10/20/23","October","> 1",1,"Hexatoma",10,1,2.760387196
"HUR","MID","387","10/20/23","October","> 1",1,"Hexatoma",15,1,8.390971319
"HUR","MID","387","10/20/23","October","> 1",1,"Hexatoma",19,1,16.04398983
"HUR","MID","387","10/20/23","October","> 1",1,"Isoperla",5,1,0.72087883
"HUR","MID","387","10/20/23","October","> 1",1,"Leptophlebiidae",4,1,0.275318817
"HUR","MID","387","10/20/23","October","> 1",1,"Molophilus",6,1,0.296246158
"HUR","MID","387","10/20/23","October","> 1",1,"Paracapnia",2,4,0.089697757
"HUR","MID","387","10/20/23","October","> 1",1,"Probezzia",5,2,0.0310084591
"HUR","MID","387","10/20/23","October","> 1",1,"Probezzia",6,2,0.0479602818
"HUR","MID","387","10/20/23","October","> 1",1,"Probezzia",7,1,0.034672763
"HUR","MID","387","10/20/23","October","> 1",1,"Sialis",13,1,4.088057763
"HUR","MID","387","10/20/23","October","> 1",1,"Stylogomphus",5,1,1.023976281
"HUR","MID","387","10/20/23","October","> 1",1,"Tanytarsini",3,1,0.016020526
"HUR","MID","387","10/20/23","October","> 1",1,"Tipula",6,3,1.528708687
"HUR","MID","387","10/20/23","October","> 1",2,"Acroneuria",7,1,0.1023553308
"HUR","MID","387","10/20/23","October","> 1",2,"Acroneuria",15,1,1.201933805
"HUR","MID","387","10/20/23","October","> 1",2,"Adult",2,1,0.192039017
"HUR","MID","387","10/20/23","October","> 1",2,"Diplectrona",9,1,1.549927753
"HUR","MID","387","10/20/23","October","> 1",2,"Ectopria",2,1,0.124899502
"HUR","MID","387","10/20/23","October","> 1",2,"Ectopria",6,1,3.119240495
"HUR","MID","387","10/20/23","October","> 1",2,"Hexatoma",7,1,1.038075234
"HUR","MID","387","10/20/23","October","> 1",2,"Hexatoma",8,1,1.49707221
"HUR","MID","387","10/20/23","October","> 1",2,"Leuctra",5,2,0.458328055
"HUR","MID","387","10/20/23","October","> 1",2,"Paracapnia",2,2,0.044848878
"HUR","MID","387","10/20/23","October","> 1",2,"Tipula",4,1,0.189239823
"HUR","MID","387","10/20/23","October","> 1",2,"Tipula",7,1,0.742599215
"HUR","MID","387","10/20/23","October","> 1",2,"Tipula",8,1,1.029031839
"HUR","MID","387","10/20/23","October","> 1",2,"Tipula",10,1,1.774924867
"HUR","MID","387","10/20/23","October","> 1",3,"Acroneuria",4,1,0.0167730288
"HUR","MID","387","10/20/23","October","> 1",3,"Acroneuria",13,1,0.7568651623
"HUR","MID","387","10/20/23","October","> 1",3,"Acroneuria",16,1,1.480707871
"HUR","MID","387","10/20/23","October","> 1",3,"Alloperla",4,1,0.2706469304
"HUR","MID","387","10/20/23","October","> 1",3,"Cyrnellus",7,1,0.977690709
"HUR","MID","387","10/20/23","October","> 1",3,"Diplectrona",4,2,0.370359299
"HUR","MID","387","10/20/23","October","> 1",3,"Diplectrona",5,3,0.996824598
"HUR","MID","387","10/20/23","October","> 1",3,"Diplectrona",6,1,0.535737882
"HUR","MID","387","10/20/23","October","> 1",3,"Diplectrona",9,1,1.549927753
"HUR","MID","387","10/20/23","October","> 1",3,"Ectopria",2,1,0.124899502
"HUR","MID","387","10/20/23","October","> 1",3,"Hexatoma",15,1,8.390971319
"HUR","MID","387","10/20/23","October","> 1",3,"Hexatoma",19,1,16.04398983
"HUR","MID","387","10/20/23","October","> 1",3,"Orthocladine",4,1,0.045506477
"HUR","MID","387","10/20/23","October","> 1",3,"Orthocladine",5,1,0.075250326
"HUR","MID","387","10/20/23","October","> 1",3,"Paracapnia",3,1,0.061469623
"HUR","MID","387","10/20/23","October","> 1",3,"Probezzia",4,1,0.0090916234
"HUR","MID","387","10/20/23","October","> 1",3,"Probezzia",6,1,0.0239801409
"HUR","MID","387","10/20/23","October","> 1",3,"Tipula",8,1,1.029031839
"HUR","MID","387","10/20/23","October","> 1",3,"Tipula",9,1,1.372127361
"HUR","MID","387","10/20/23","October","> 1",3,"Tipula",36,1,40.57205293
"HUR","MID","387","10/20/23","October","> 1",3,"Wormaldia",6,1,0.50945965
"HUR","MID","387","10/20/23","October","> 1",4,"Acroneuria",7,2,0.2047106616
"HUR","MID","387","10/20/23","October","> 1",4,"Alloperla",4,1,0.2706469304
"HUR","MID","387","10/20/23","October","> 1",4,"Chauloides",8,1,1.669578504
"HUR","MID","387","10/20/23","October","> 1",4,"Chauloides",9,1,2.292230476
"HUR","MID","387","10/20/23","October","> 1",4,"Diplectrona",5,2,0.664549732
"HUR","MID","387","10/20/23","October","> 1",4,"Eurylophella",3,2,0.298327909
"HUR","MID","387","10/20/23","October","> 1",4,"Eurylophella",4,3,0.96271336
"HUR","MID","387","10/20/23","October","> 1",4,"Eurylophella",5,1,0.581362626
"HUR","MID","387","10/20/23","October","> 1",4,"Hetaerina",4,1,0.481059623
"HUR","MID","387","10/20/23","October","> 1",4,"Hetaerina",5,2,1.72482682
"HUR","MID","387","10/20/23","October","> 1",4,"Hexatoma",5,1,0.412615707
"HUR","MID","387","10/20/23","October","> 1",4,"Leuctra",2,1,0.019413152
"HUR","MID","387","10/20/23","October","> 1",4,"Microvelia",2,2,0.113780644
"HUR","MID","387","10/20/23","October","> 1",4,"Microvelia",3,1,0.175405746
"HUR","MID","387","10/20/23","October","> 1",4,"Orthocladine",2,1,0.009540071
"HUR","MID","387","10/20/23","October","> 1",4,"Orthocladine",3,1,0.023793663
"HUR","MID","387","10/20/23","October","> 1",4,"Oulimnius(A)",2,1,0.06387
"HUR","MID","387","10/20/23","October","> 1",4,"Oulimnius",4,1,0.47645507
"HUR","MID","387","10/20/23","October","> 1",4,"Stylogomphus",4,1,0.536704713
"HUR","MID","387","10/20/23","October","> 1",4,"Stylogomphus",5,2,2.047952562
"HUR","MID","387","10/20/23","October","> 1",4,"Stylogomphus",6,2,3.471759238
"HUR","MID","387","10/20/23","October","> 1",4,"Zoraena",3,1,0.142372507
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",2,1,0.0017851822
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",7,2,0.2047106616
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",13,1,0.7568651623
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",15,1,1.201933805
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",17,1,1.801210686
"HUR","MID","387","10/20/23","October","> 1",5,"Alloperla",4,2,0.5412938609
"HUR","MID","387","10/20/23","October","> 1",5,"Alloperla",5,2,0.9940677329
"HUR","MID","387","10/20/23","October","> 1",5,"Diplectrona",5,1,0.332274866
"HUR","MID","387","10/20/23","October","> 1",5,"Hexatoma",5,1,0.412615707
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",2,1,0.009540071
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",3,3,0.071380989
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",4,1,0.045506477
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",6,1,0.113496616
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",7,1,0.160650092
"HUR","MID","387","10/20/23","October","> 1",5,"Oulimnius(A)",3,2,0.12774
"HUR","MID","387","10/20/23","October","> 1",5,"Probezzia",4,1,0.0090916234
"HUR","MID","387","10/20/23","October","> 1",5,"Sialis",8,1,1.049341255
"HUR","MID","387","10/20/23","October","> 1",5,"Tanytarsini",2,5,0.026501461
"HUR","MID","387","10/20/23","October","> 1",5,"Tanytarsini",3,2,0.032041052
"HUR","MID","387","10/20/23","October","> 1",5,"Tipula",6,1,0.509569562
"HUR","MID","387","10/20/23","October","> 1",5,"Tipula",8,2,2.058063677
"HUR","MID","387","10/20/23","October","> 1",5,"Tipula",9,1,1.372127361
"HUR","MID","387","10/20/23","October","> 1",5,"Tipula",10,1,1.774924867
"RUT","MID","594","10/21/23","October","> 1",1,"Diplectrona",4,1,0.185179649
"RUT","MID","594","10/21/23","October","> 1",1,"Rhagovelia",4,1,0.389940809
"RUT","MID","594","10/21/23","October","> 1",2,"Acroneuria",8,1,0.1575942758
"RUT","MID","594","10/21/23","October","> 1",2,"Capniidae",2,13,0.291517709
"RUT","MID","594","10/21/23","October","> 1",2,"Capniidae",3,4,0.245878493
"RUT","MID","594","10/21/23","October","> 1",2,"Cheumatopsyche",1,1,0.0049
"RUT","MID","594","10/21/23","October","> 1",2,"Cheumatopsyche",4,1,0.185179649
"RUT","MID","594","10/21/23","October","> 1",2,"Discocerina",3,1,0.016304009
"RUT","MID","594","10/21/23","October","> 1",2,"Eloeophila",4,1,0.056470552
"RUT","MID","594","10/21/23","October","> 1",2,"Eloeophila",5,1,0.102395539
"RUT","MID","594","10/21/23","October","> 1",2,"Eloeophila",9,1,0.491012794
"RUT","MID","594","10/21/23","October","> 1",2,"Leuctra",3,2,0.115748644
"RUT","MID","594","10/21/23","October","> 1",2,"Optioservus",2,1,0.030346834
"RUT","MID","594","10/21/23","October","> 1",2,"Pseudolimnophila",5,2,0.204791078
"RUT","MID","594","10/21/23","October","> 1",2,"Rhyacophila",4,1,0.308137087
"RUT","MID","594","10/21/23","October","> 1",2,"Rhyacophila",5,1,0.535896358
"RUT","MID","594","10/21/23","October","> 1",2,"Rhyacophila",6,1,0.842267989
"RUT","MID","594","10/21/23","October","> 1",2,"Rhyacophila",7,1,1.234463728
"RUT","MID","594","10/21/23","October","> 1",2,"Taeniopteryx",2,1,0.043869948
"RUT","MID","594","10/21/23","October","> 1",3,"Capniidae",4,4,0.502855473
"RUT","MID","594","10/21/23","October","> 1",3,"Cernotina",4,1,0.23717679
"RUT","MID","594","10/21/23","October","> 1",3,"Diplectrona",5,5,1.661374329
"RUT","MID","594","10/21/23","October","> 1",3,"Discocerina",2,1,0.003865186
"RUT","MID","594","10/21/23","October","> 1",3,"Ectopria",2,1,0.124899502
"RUT","MID","594","10/21/23","October","> 1",3,"Leuctridae",4,1,0.125623495
"RUT","MID","594","10/21/23","October","> 1",3,"Lypodiversa",8,1,1.533352973
"RUT","MID","594","10/21/23","October","> 1",3,"Oulimnius",4,2,0.952910139
"RUT","MID","594","10/21/23","October","> 1",3,"Rhyacophila",3,1,0.150971825
"RUT","MID","594","10/21/23","October","> 1",3,"Rhyacophila",4,1,0.308137087
"RUT","MID","594","10/21/23","October","> 1",3,"Rhyacophila",6,1,0.842267989
"RUT","MID","594","10/21/23","October","> 1",3,"Sialis",5,1,0.281304498
"RUT","MID","594","10/21/23","October","> 1",4,"Capniidae",2,5,0.112122196
"RUT","MID","594","10/21/23","October","> 1",4,"Capniidae",4,1,0.125713868
"RUT","MID","594","10/21/23","October","> 1",4,"Diplectrona",9,1,1.549927753
"RUT","MID","594","10/21/23","October","> 1",4,"Oulimnius",3,2,0.456939249
"RUT","MID","594","10/21/23","October","> 1",4,"Rhyacophila",3,2,0.301943651
"RUT","MID","594","10/21/23","October","> 1",5,"Capniidae",1,5,0.02
"RUT","MID","594","10/21/23","October","> 1",5,"Capniidae",2,8,0.179395513
"RUT","MID","594","10/21/23","October","> 1",5,"Capniidae",3,1,0.061469623
"RUT","MID","594","10/21/23","October","> 1",5,"Chironomini",6,1,0.13873963
"RUT","MID","594","10/21/23","October","> 1",5,"Leuctridae",3,1,0.057874322
"RUT","MID","594","10/21/23","October","> 1",5,"Leuctridae",4,1,0.125623495
"RUT","MID","594","10/21/23","October","> 1",5,"Optioservus",6,1,0.784137652
"RUT","MID","594","10/21/23","October","> 1",5,"Orthocladine",8,1,0.217067511
"RUT","MID","594","10/21/23","October","> 1",5,"Oulimnius",4,3,1.429365209
"RUT","MID","594","10/21/23","October","> 1",5,"Rhagovelia",4,3,1.169822427
"RUT","MID","594","10/21/23","October","> 1",5,"Tanypodinae",4,1,0.003803162
"LLW","HIGH","1119","10/22/23","October","> 1",1,"Orthocladine",5,1,0.075250326
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Alloperla",5,1,0.4970338664
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Diplectrona",8,1,1.138392028
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Psephenus",8,1,3.091001086
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Stratiomyidae",5,1,0.323594615
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Tipula",15,1,4.779372935
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Alloperla",5,1,0.4970338664
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Alloperla",6,1,0.8167247103
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cernotina",2,1,0.041036023
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cheumatopsyche",5,2,0.664549732
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cheumatopsyche",7,1,0.80232984
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cheumatopsyche",8,1,1.138392028
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cheumatopsyche",9,2,3.099855506
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",4,4,0.740718597
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",5,9,2.990473793
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",6,2,1.071475763
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",7,1,0.80232984
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",8,2,2.276784057
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",9,1,1.549927753
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",11,1,2.622073825
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Ectopria",2,1,0.124899502
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Hexatoma",7,1,0.656332337
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Microvelia",3,1,0.175405746
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Orthocladine",5,1,0.075250326
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Orthocladine",6,1,0.113496616
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Orthocladine",10,1,0.358946725
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Orthocladine",11,2,0.889936673
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Oulimnius",2,1,0.081086867
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Paracapnia",3,1,0.061469623
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Paracapnia",4,2,0.251427736
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Pteronarcys",30,1,101.9975978
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Pteronarcys",44,1,303.2514168
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Pupa",6,2,0.41472
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Rhagovelia",4,1,0.389940809
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Acroneuria",20,1,3.045667906
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Diplectrona",8,1,1.138392028
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Diplectrona",10,1,2.042659979
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Leuctra",3,1,0.057874322
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Leuctra",5,1,0.229164028
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Paracapnia",1,1,0.004
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Paracapnia",2,3,0.067273318
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Taeniopteryx",2,1,0.043869948
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Tanypodinae",5,1,0.003803671
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Tanypodinae",10,2,0.007610507
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Adult",2,1,0.192039017
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Atherix",8,1,8.225727212
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cernotina",2,2,0.082072047
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cernotina",3,1,0.114512328
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cheumatopsyche",7,1,0.80232984
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cheumatopsyche",9,1,1.549927753
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cheumatopsyche",10,1,2.042659979
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Dicranota",3,1,0.048925189
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Diplectrona",3,1,0.087147266
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Diplectrona",4,1,0.185179649
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Diplectrona",6,3,1.607213645
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Diplectrona",10,1,2.042659979
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Leptophlebiidae",4,2,0.550637635
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Leuctra",2,3,0.058239457
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Leuctra",3,1,0.057874322
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Leuctra",4,1,0.125623495
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Paracapnia",3,1,0.061469623
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Taeniopteryx",2,1,0.043869948
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Tipula",7,1,0.742599215
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Capniidae",5,1,0.218976945
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",6,1,0.535737882
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",7,1,0.80232984
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",8,2,2.276784057
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",9,1,1.549927753
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",10,5,10.2132999
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",12,4,13.17379606
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",13,1,4.06188537
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",15,1,5.90956044
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Dixa",5,1,0.0043
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Hydropsyche",7,1,1.242015573
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Hydropsyche",11,1,4.451056622
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Optioservus (L)",3,1,0.100772845
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Orthocladine",5,1,0.075250326
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Psychodini",2,1,0.005416747
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Rhagovelia",4,1,0.389940809
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Rhyacophila",4,1,0.308137087
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Taeniopteryx",3,1,0.131689311
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Capniidae",3,10,0.614696233
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Capniidae",4,6,0.754283209
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",6,2,1.071475763
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",8,1,1.138392028
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",9,1,1.549927753
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",10,1,2.042659979
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",11,2,5.24414765
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",12,2,6.586898031
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Diplectrona",6,1,0.535737882
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Diplectrona",13,1,4.06188537
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Helichus",5,1,1.615101047
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Optioservus (A)",3,1,0.45238
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Optioservus (L)",5,1,0.45710484
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Optioservus (L)",6,1,0.784137652
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Orthocladine",3,1,0.023793663
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Orthocladine",4,2,0.091012954
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Orthocladine",5,1,0.075250326
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Orthocladine",6,1,0.113496616
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Probezzia",6,1,0.0239801409
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Rhyacophila",6,1,0.842267989
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Taeniopteryx",2,1,0.043869948
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Capniidae",2,3,0.067273318
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Capniidae",3,6,0.36881774
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Capniidae",4,1,0.125713868
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Capniidae",6,1,0.344605457
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Cheumatopsyche",8,1,1.138392028
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Cheumatopsyche",9,1,1.549927753
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Cheumatopsyche",10,2,4.085319958
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Cheumatopsyche",11,1,2.622073825
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Cheumatopsyche",12,1,3.293449015
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Cheumatopsyche",13,1,4.06188537
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Diplectrona",7,1,0.80232984
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Orthocladine",4,1,0.045506477
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Orthocladine",7,1,0.160650092
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Oulimnius(A)",2,1,0.06387
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Taeniopteryx",2,1,0.043869948
"LLC","HIGH","1242","10/22/23","October","> 1",3,"Taeniopteryx",3,1,0.131689311
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Capniidae",1,2,0.008
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Capniidae",2,8,0.179395513
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Capniidae",3,17,1.044983596
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Capniidae",4,14,1.759994155
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Capniidae",5,5,1.094884724
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Cheumatopsyche",7,1,0.80232984
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Cheumatopsyche",9,1,1.549927753
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Cheumatopsyche",10,2,4.085319958
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Diplectrona",5,1,0.332274866
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Diplectrona",9,1,1.549927753
"LLC","HIGH","1242","10/22/23","October","> 1",4,"Taeniopteryx",3,1,0.131689311
"LLC","HIGH","1242","10/22/23","October","> 1",5,"Capniidae",1,1,0.004
"LLC","HIGH","1242","10/22/23","October","> 1",5,"Capniidae",2,5,0.112122196
"LLC","HIGH","1242","10/22/23","October","> 1",5,"Capniidae",3,8,0.491756987
"LLC","HIGH","1242","10/22/23","October","> 1",5,"Capniidae",4,6,0.754283209
"LLC","HIGH","1242","10/22/23","October","> 1",5,"Capniidae",5,2,0.43795389
"LLC","HIGH","1242","10/22/23","October","> 1",5,"Cheumatopsyche",7,1,0.80232984
"LLC","HIGH","1242","10/22/23","October","> 1",5,"Cheumatopsyche",9,1,1.549927753
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Acroneuria",6,1,0.0621925612
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Acroneuria",7,1,0.1023553308
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Acroneuria",9,2,0.4612064657
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Acroneuria",10,1,0.3241556539
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Boyeria",14,1,13.73637115
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Capniidae",2,6,0.134546635
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Capniidae",3,2,0.122939247
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Cheumatopsyche",5,1,0.332274866
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Cheumatopsyche",6,1,0.535737882
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Cheumatopsyche",7,2,1.604659681
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Cheumatopsyche",8,4,4.553568114
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Cheumatopsyche",9,1,1.549927753
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Cheumatopsyche",10,5,10.2132999
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Cheumatopsyche",11,2,5.24414765
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Cheumatopsyche",12,3,9.880347046
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Cheumatopsyche",13,1,4.06188537
"RIC","HIGH","1457","10/21/23","October","> 1",1,"Ectopria",4,1,0.95121253
