"Site","SC.Category","SC.Level","Sample.Date","Sample.Month","Fraction","Replicate","Genus","Length","Abundance","Biomass","Density","Biomass.Area.Corrected"
"HUR","MID","387","10/20/23","October","> 1",1,"Diplectrona",7,2,1.604659681,21.5285252960172,34.5459565339074
"HUR","MID","387","10/20/23","October","> 1",1,"Diplectrona",8,2,2.276784057,21.5285252960172,49.0158031646932
"HUR","MID","387","10/20/23","October","> 1",1,"Ectopria",2,1,0.124899502,10.7642626480086,1.34445104413348
"HUR","MID","387","10/20/23","October","> 1",1,"Ectopria",3,1,0.409573645,10.7642626480086,4.40875828848224
"HUR","MID","387","10/20/23","October","> 1",1,"Ectopria",5,1,1.828634844,10.7642626480086,19.6839057481163
"HUR","MID","387","10/20/23","October","> 1",1,"Eurylophella",4,1,0.320904453,10.7642626480086,3.45429981700754
"HUR","MID","387","10/20/23","October","> 1",1,"Hexatoma",5,1,0.412615707,10.7642626480086,4.44150384284177
"HUR","MID","387","10/20/23","October","> 1",1,"Hexatoma",10,1,2.760387196,10.7642626480086,29.713532787944
"HUR","MID","387","10/20/23","October","> 1",1,"Hexatoma",15,1,8.390971319,10.7642626480086,90.3226191496233
"HUR","MID","387","10/20/23","October","> 1",1,"Hexatoma",19,1,16.04398983,10.7642626480086,172.701720452099
"HUR","MID","387","10/20/23","October","> 1",1,"Isoperla",5,1,0.72087883,10.7642626480086,7.75972906350915
"HUR","MID","387","10/20/23","October","> 1",1,"Paraleptophlebiidae",4,1,0.275318817,10.7642626480086,2.96360405812702
"HUR","MID","387","10/20/23","October","> 1",1,"Molophilus",6,1,0.296246158,10.7642626480086,3.18887145317546
"HUR","MID","387","10/20/23","October","> 1",1,"Paracapnia",2,4,0.089697757,43.0570505920345,3.86212086114101
"HUR","MID","387","10/20/23","October","> 1",1,"Probezzia",5,2,0.0310084591,21.5285252960172,0.667566396124866
"HUR","MID","387","10/20/23","October","> 1",1,"Probezzia",6,2,0.0479602818,21.5285252960172,1.03251413993541
"HUR","MID","387","10/20/23","October","> 1",1,"Probezzia",7,1,0.034672763,10.7642626480086,0.373226727664155
"HUR","MID","387","10/20/23","October","> 1",1,"Sialis",13,1,4.088057763,10.7642626480086,44.0049274811625
"HUR","MID","387","10/20/23","October","> 1",1,"Stylogomphus",5,1,1.023976281,10.7642626480086,11.0223496340151
"HUR","MID","387","10/20/23","October","> 1",1,"Tanytarsini",3,1,0.016020526,10.7642626480086,0.172449149623251
"HUR","MID","387","10/20/23","October","> 1",1,"Tipula",6,3,1.528708687,32.2927879440258,49.3662654574812
"HUR","MID","387","10/20/23","October","> 1",2,"Acroneuria",7,1,0.1023553308,10.7642626480086,1.10177966415501
"HUR","MID","387","10/20/23","October","> 1",2,"Acroneuria",15,1,1.201933805,10.7642626480086,12.9379311625404
"HUR","MID","387","10/20/23","October","> 1",2,"Diplectrona",9,1,1.549927753,10.7642626480086,16.6838294187298
"HUR","MID","387","10/20/23","October","> 1",2,"Ectopria",2,1,0.124899502,10.7642626480086,1.34445104413348
"HUR","MID","387","10/20/23","October","> 1",2,"Ectopria",6,1,3.119240495,10.7642626480086,33.5763239504844
"HUR","MID","387","10/20/23","October","> 1",2,"Hexatoma",7,1,1.038075234,10.7642626480086,11.174114467169
"HUR","MID","387","10/20/23","October","> 1",2,"Hexatoma",8,1,1.49707221,10.7642626480086,16.1148784714747
"HUR","MID","387","10/20/23","October","> 1",2,"Leuctra",5,2,0.458328055,21.5285252960172,9.86712712594187
"HUR","MID","387","10/20/23","October","> 1",2,"Paracapnia",2,2,0.044848878,21.5285252960172,0.96553020452099
"HUR","MID","387","10/20/23","October","> 1",2,"Tipula",4,1,0.189239823,10.7642626480086,2.03702715823466
"HUR","MID","387","10/20/23","October","> 1",2,"Tipula",7,1,0.742599215,10.7642626480086,7.99353299246502
"HUR","MID","387","10/20/23","October","> 1",2,"Tipula",8,1,1.029031839,10.7642626480086,11.0767689881593
"HUR","MID","387","10/20/23","October","> 1",2,"Tipula",10,1,1.774924867,10.7642626480086,19.1057574488698
"HUR","MID","387","10/20/23","October","> 1",3,"Acroneuria",4,1,0.0167730288,10.7642626480086,0.180549287405813
"HUR","MID","387","10/20/23","October","> 1",3,"Acroneuria",13,1,0.7568651623,10.7642626480086,8.14709539612487
"HUR","MID","387","10/20/23","October","> 1",3,"Acroneuria",16,1,1.480707871,10.7642626480086,15.9387284284177
"HUR","MID","387","10/20/23","October","> 1",3,"Alloperla",4,1,0.2706469304,10.7642626480086,2.91331464370291
"HUR","MID","387","10/20/23","October","> 1",3,"Cyrnellus",7,1,0.977690709,10.7642626480086,10.5241195801938
"HUR","MID","387","10/20/23","October","> 1",3,"Diplectrona",4,2,0.370359299,21.5285252960172,7.97328953713671
"HUR","MID","387","10/20/23","October","> 1",3,"Diplectrona",5,3,0.996824598,32.2927879440258,32.1902453606028
"HUR","MID","387","10/20/23","October","> 1",3,"Diplectrona",6,1,0.535737882,10.7642626480086,5.76682327233585
"HUR","MID","387","10/20/23","October","> 1",3,"Diplectrona",9,1,1.549927753,10.7642626480086,16.6838294187298
"HUR","MID","387","10/20/23","October","> 1",3,"Ectopria",2,1,0.124899502,10.7642626480086,1.34445104413348
"HUR","MID","387","10/20/23","October","> 1",3,"Hexatoma",15,1,8.390971319,10.7642626480086,90.3226191496233
"HUR","MID","387","10/20/23","October","> 1",3,"Hexatoma",19,1,16.04398983,10.7642626480086,172.701720452099
"HUR","MID","387","10/20/23","October","> 1",3,"Orthocladine",4,1,0.045506477,10.7642626480086,0.489843670613563
"HUR","MID","387","10/20/23","October","> 1",3,"Orthocladine",5,1,0.075250326,10.7642626480086,0.810014273412271
"HUR","MID","387","10/20/23","October","> 1",3,"Paracapnia",3,1,0.061469623,10.7642626480086,0.661675166846071
"HUR","MID","387","10/20/23","October","> 1",3,"Probezzia",4,1,0.0090916234,10.7642626480086,0.0978646221743811
"HUR","MID","387","10/20/23","October","> 1",3,"Probezzia",6,1,0.0239801409,10.7642626480086,0.258128534983854
"HUR","MID","387","10/20/23","October","> 1",3,"Tipula",8,1,1.029031839,10.7642626480086,11.0767689881593
"HUR","MID","387","10/20/23","October","> 1",3,"Tipula",9,1,1.372127361,10.7642626480086,14.7699393003229
"HUR","MID","387","10/20/23","October","> 1",3,"Tipula",36,1,40.57205293,10.7642626480086,436.728233907427
"HUR","MID","387","10/20/23","October","> 1",3,"Wormaldia",6,1,0.50945965,10.7642626480086,5.48395748116254
"HUR","MID","387","10/20/23","October","> 1",4,"Acroneuria",7,2,0.2047106616,21.5285252960172,4.40711865662002
"HUR","MID","387","10/20/23","October","> 1",4,"Alloperla",4,1,0.2706469304,10.7642626480086,2.91331464370291
"HUR","MID","387","10/20/23","October","> 1",4,"Chauloides",8,1,1.669578504,10.7642626480086,17.9717815285253
"HUR","MID","387","10/20/23","October","> 1",4,"Chauloides",9,1,2.292230476,10.7642626480086,24.6741708934338
"HUR","MID","387","10/20/23","October","> 1",4,"Diplectrona",5,2,0.664549732,21.5285252960172,14.3067757158235
"HUR","MID","387","10/20/23","October","> 1",4,"Eurylophella",3,2,0.298327909,21.5285252960172,6.42255993541442
"HUR","MID","387","10/20/23","October","> 1",4,"Eurylophella",4,3,0.96271336,32.2927879440258,31.0886983853606
"HUR","MID","387","10/20/23","October","> 1",4,"Eurylophella",5,1,0.581362626,10.7642626480086,6.25794
"HUR","MID","387","10/20/23","October","> 1",4,"Hetaerina",4,1,0.481059623,10.7642626480086,5.178252131324
"HUR","MID","387","10/20/23","October","> 1",4,"Hetaerina",5,2,1.72482682,21.5285252960172,37.132977825619
"HUR","MID","387","10/20/23","October","> 1",4,"Hexatoma",5,1,0.412615707,10.7642626480086,4.44150384284177
"HUR","MID","387","10/20/23","October","> 1",4,"Leuctra",2,1,0.019413152,10.7642626480086,0.208968266953714
"HUR","MID","387","10/20/23","October","> 1",4,"Microvelia",2,2,0.113780644,21.5285252960172,2.44952947255113
"HUR","MID","387","10/20/23","October","> 1",4,"Microvelia",3,1,0.175405746,10.7642626480086,1.88811351991389
"HUR","MID","387","10/20/23","October","> 1",4,"Orthocladine",2,1,0.009540071,10.7642626480086,0.10269182992465
"HUR","MID","387","10/20/23","October","> 1",4,"Orthocladine",3,1,0.023793663,10.7642626480086,0.256121237890205
"HUR","MID","387","10/20/23","October","> 1",4,"Oulimnius",4,1,0.47645507,10.7642626480086,5.12868751345533
"HUR","MID","387","10/20/23","October","> 1",4,"Stylogomphus",4,1,0.536704713,10.7642626480086,5.77723049515608
"HUR","MID","387","10/20/23","October","> 1",4,"Stylogomphus",5,2,2.047952562,21.5285252960172,44.0893985360603
"HUR","MID","387","10/20/23","October","> 1",4,"Stylogomphus",6,2,3.471759238,21.5285252960172,74.7418565769645
"HUR","MID","387","10/20/23","October","> 1",4,"Zoraena",3,1,0.142372507,10.7642626480086,1.53253505920344
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",2,1,0.0017851822,10.7642626480086,0.0192161700753498
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",7,2,0.2047106616,21.5285252960172,4.40711865662002
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",13,1,0.7568651623,10.7642626480086,8.14709539612487
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",15,1,1.201933805,10.7642626480086,12.9379311625404
"HUR","MID","387","10/20/23","October","> 1",5,"Acroneuria",17,1,1.801210686,10.7642626480086,19.3887049085038
"HUR","MID","387","10/20/23","October","> 1",5,"Alloperla",4,2,0.5412938609,21.5285252960172,11.6532585769645
"HUR","MID","387","10/20/23","October","> 1",5,"Alloperla",5,2,0.9940677329,21.5285252960172,21.4008123336921
"HUR","MID","387","10/20/23","October","> 1",5,"Diplectrona",5,1,0.332274866,10.7642626480086,3.57669392895587
"HUR","MID","387","10/20/23","October","> 1",5,"Hexatoma",5,1,0.412615707,10.7642626480086,4.44150384284177
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",2,1,0.009540071,10.7642626480086,0.10269182992465
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",3,3,0.071380989,32.2927879440258,2.30509114101184
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",4,1,0.045506477,10.7642626480086,0.489843670613563
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",6,1,0.113496616,10.7642626480086,1.22170738428418
"HUR","MID","387","10/20/23","October","> 1",5,"Orthocladine",7,1,0.160650092,10.7642626480086,1.72927978471475
"HUR","MID","387","10/20/23","October","> 1",5,"Probezzia",4,1,0.0090916234,10.7642626480086,0.0978646221743811
"HUR","MID","387","10/20/23","October","> 1",5,"Sialis",8,1,1.049341255,10.7642626480086,11.295384876211
"HUR","MID","387","10/20/23","October","> 1",5,"Tanytarsini",2,5,0.026501461,53.8213132400431,1.42634343379978
"HUR","MID","387","10/20/23","October","> 1",5,"Tanytarsini",3,2,0.032041052,21.5285252960172,0.689796598493003
"HUR","MID","387","10/20/23","October","> 1",5,"Tipula",6,1,0.509569562,10.7642626480086,5.48514060279871
"HUR","MID","387","10/20/23","October","> 1",5,"Tipula",8,2,2.058063677,21.5285252960172,44.3070759311087
"HUR","MID","387","10/20/23","October","> 1",5,"Tipula",9,1,1.372127361,10.7642626480086,14.7699393003229
"HUR","MID","387","10/20/23","October","> 1",5,"Tipula",10,1,1.774924867,10.7642626480086,19.1057574488698
"RUT","MID","594","10/21/23","October","> 1",1,"Diplectrona",4,1,0.185179649,10.7642626480086,1.99332237890205
"RUT","MID","594","10/21/23","October","> 1",1,"Rhagovelia",4,1,0.389940809,10.7642626480086,4.19742528525296
"RUT","MID","594","10/21/23","October","> 1",2,"Acroneuria",8,1,0.1575942758,10.7642626480086,1.69638617653391
"RUT","MID","594","10/21/23","October","> 1",2,"Paracapnia",2,13,0.291517709,139.935414424112,40.7936514208827
"RUT","MID","594","10/21/23","October","> 1",2,"Paracapnia",3,4,0.245878493,43.0570505920345,10.5868027125942
"RUT","MID","594","10/21/23","October","> 1",2,"Cheumatopsyche",1,1,0.0049,10.7642626480086,0.0527448869752422
"RUT","MID","594","10/21/23","October","> 1",2,"Cheumatopsyche",4,1,0.185179649,10.7642626480086,1.99332237890205
"RUT","MID","594","10/21/23","October","> 1",2,"Discocerina",3,1,0.016304009,10.7642626480086,0.175500635091496
"RUT","MID","594","10/21/23","October","> 1",2,"Eloeophila",4,1,0.056470552,10.7642626480086,0.607863853606028
"RUT","MID","594","10/21/23","October","> 1",2,"Eloeophila",5,1,0.102395539,10.7642626480086,1.10221247578041
"RUT","MID","594","10/21/23","October","> 1",2,"Eloeophila",9,1,0.491012794,10.7642626480086,5.28539067814855
"RUT","MID","594","10/21/23","October","> 1",2,"Leuctra",3,2,0.115748644,21.5285252960172,2.49189761033369
"RUT","MID","594","10/21/23","October","> 1",2,"Optioservus",2,1,0.030346834,10.7642626480086,0.326661291711518
"RUT","MID","594","10/21/23","October","> 1",2,"Pseudolimnophila",5,2,0.204791078,21.5285252960172,4.40884990312164
"RUT","MID","594","10/21/23","October","> 1",2,"Rhyacophila",4,1,0.308137087,10.7642626480086,3.31686853606028
"RUT","MID","594","10/21/23","October","> 1",2,"Rhyacophila",5,1,0.535896358,10.7642626480086,5.76852914962325
"RUT","MID","594","10/21/23","October","> 1",2,"Rhyacophila",6,1,0.842267989,10.7642626480086,9.06639385360603
"RUT","MID","594","10/21/23","October","> 1",2,"Rhyacophila",7,1,1.234463728,10.7642626480086,13.2880917976319
"RUT","MID","594","10/21/23","October","> 1",2,"Taeniopteryx",2,1,0.043869948,10.7642626480086,0.47222764262648
"RUT","MID","594","10/21/23","October","> 1",3,"Paracapnia",4,4,0.502855473,43.0570505920345,21.6514735414424
"RUT","MID","594","10/21/23","October","> 1",3,"Cernotina",4,1,0.23717679,10.7642626480086,2.55303326157158
"RUT","MID","594","10/21/23","October","> 1",3,"Diplectrona",5,5,1.661374329,53.8213132400431,89.4173481700754
"RUT","MID","594","10/21/23","October","> 1",3,"Discocerina",2,1,0.003865186,10.7642626480086,0.0416058772874058
"RUT","MID","594","10/21/23","October","> 1",3,"Ectopria",2,1,0.124899502,10.7642626480086,1.34445104413348
"RUT","MID","594","10/21/23","October","> 1",3,"Leuctridae",4,1,0.125623495,10.7642626480086,1.3522442949408
"RUT","MID","594","10/21/23","October","> 1",3,"Lypodiversa",8,1,1.533352973,10.7642626480086,16.5054141334769
"RUT","MID","594","10/21/23","October","> 1",3,"Oulimnius",4,2,0.952910139,21.5285252960172,20.5147500322928
"RUT","MID","594","10/21/23","October","> 1",3,"Rhyacophila",3,1,0.150971825,10.7642626480086,1.62510037674919
"RUT","MID","594","10/21/23","October","> 1",3,"Rhyacophila",4,1,0.308137087,10.7642626480086,3.31686853606028
"RUT","MID","594","10/21/23","October","> 1",3,"Rhyacophila",6,1,0.842267989,10.7642626480086,9.06639385360603
"RUT","MID","594","10/21/23","October","> 1",3,"Sialis",5,1,0.281304498,10.7642626480086,3.02803550053821
"RUT","MID","594","10/21/23","October","> 1",4,"Paracapnia",2,5,0.112122196,53.8213132400431,6.0345638320775
"RUT","MID","594","10/21/23","October","> 1",4,"Paracapnia",4,1,0.125713868,10.7642626480086,1.35321709364909
"RUT","MID","594","10/21/23","October","> 1",4,"Diplectrona",9,1,1.549927753,10.7642626480086,16.6838294187298
"RUT","MID","594","10/21/23","October","> 1",4,"Oulimnius",3,2,0.456939249,21.5285252960172,9.83722818083961
"RUT","MID","594","10/21/23","October","> 1",4,"Rhyacophila",3,2,0.301943651,21.5285252960172,6.5004015285253
"RUT","MID","594","10/21/23","October","> 1",5,"Paracapnia",1,5,0.02,53.8213132400431,1.07642626480086
"RUT","MID","594","10/21/23","October","> 1",5,"Paracapnia",2,8,0.179395513,86.1141011840689,15.4484833584499
"RUT","MID","594","10/21/23","October","> 1",5,"Paracapnia",3,1,0.061469623,10.7642626480086,0.661675166846071
"RUT","MID","594","10/21/23","October","> 1",5,"Chironomini",6,1,0.13873963,10.7642626480086,1.49342981700754
"RUT","MID","594","10/21/23","October","> 1",5,"Leuctridae",3,1,0.057874322,10.7642626480086,0.622974402583423
"RUT","MID","594","10/21/23","October","> 1",5,"Leuctridae",4,1,0.125623495,10.7642626480086,1.3522442949408
"RUT","MID","594","10/21/23","October","> 1",5,"Optioservus",6,1,0.784137652,10.7642626480086,8.44066363832077
"RUT","MID","594","10/21/23","October","> 1",5,"Orthocladine",8,1,0.217067511,10.7642626480086,2.3365717007535
"RUT","MID","594","10/21/23","October","> 1",5,"Oulimnius",4,3,1.429365209,32.2927879440258,46.1581875888052
"RUT","MID","594","10/21/23","October","> 1",5,"Rhagovelia",4,3,1.169822427,32.2927879440258,37.7768275672766
"RUT","MID","594","10/21/23","October","> 1",5,"Tanypodinae",4,1,0.003803162,10.7642626480086,0.0409382346609257
"LLW","HIGH","1119","10/22/23","October","> 1",1,"Orthocladine",5,1,0.075250326,10.7642626480086,0.810014273412271
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Alloperla",5,1,0.4970338664,10.7642626480086,5.35020308288482
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Diplectrona",8,1,1.138392028,10.7642626480086,12.2539507857912
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Psephenus",8,1,3.091001086,10.7642626480086,33.2723475349839
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Stratiomyidae",5,1,0.323594615,10.7642626480086,3.48325742734123
"LLW","HIGH","1119","10/22/23","October","> 1",2,"Tipula",15,1,4.779372935,10.7642626480086,51.4464255651238
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Alloperla",5,1,0.4970338664,10.7642626480086,5.35020308288482
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Alloperla",6,1,0.8167247103,10.7642626480086,8.79143929278794
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cernotina",2,1,0.041036023,10.7642626480086,0.441722529601722
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cheumatopsyche",5,2,0.664549732,21.5285252960172,14.3067757158235
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cheumatopsyche",7,1,0.80232984,10.7642626480086,8.63648912809473
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cheumatopsyche",8,1,1.138392028,10.7642626480086,12.2539507857912
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Cheumatopsyche",9,2,3.099855506,21.5285252960172,66.7353176749193
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",4,4,0.740718597,43.0570505920345,31.8931581054898
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",5,9,2.990473793,96.8783638320775,289.712208148547
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",6,2,1.071475763,21.5285252960172,23.0672930678149
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",7,1,0.80232984,10.7642626480086,8.63648912809473
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",8,2,2.276784057,21.5285252960172,49.0158031646932
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",9,1,1.549927753,10.7642626480086,16.6838294187298
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Diplectrona",11,1,2.622073825,10.7642626480086,28.2246913347686
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Ectopria",2,1,0.124899502,10.7642626480086,1.34445104413348
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Hexatoma",7,1,0.656332337,10.7642626480086,7.0649336598493
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Microvelia",3,1,0.175405746,10.7642626480086,1.88811351991389
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Orthocladine",5,1,0.075250326,10.7642626480086,0.810014273412271
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Orthocladine",6,1,0.113496616,10.7642626480086,1.22170738428418
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Orthocladine",10,1,0.358946725,10.7642626480086,3.86379682454252
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Orthocladine",11,2,0.889936673,21.5285252960172,19.1590241765339
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Oulimnius",2,1,0.081086867,10.7642626480086,0.872840333692142
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Paracapnia",3,1,0.061469623,10.7642626480086,0.661675166846071
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Paracapnia",4,2,0.251427736,21.5285252960172,5.41286837459634
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Pteronarcys",30,1,101.9975978,10.7642626480086,1097.92893218515
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Pteronarcys",44,1,303.2514168,10.7642626480086,3264.27789881593
"LLW","HIGH","1119","10/22/23","October","> 1",3,"Rhagovelia",4,1,0.389940809,10.7642626480086,4.19742528525296
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Acroneuria",20,1,3.045667906,10.7642626480086,32.7843692787944
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Diplectrona",8,1,1.138392028,10.7642626480086,12.2539507857912
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Diplectrona",10,1,2.042659979,10.7642626480086,21.9877285145318
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Leuctra",3,1,0.057874322,10.7642626480086,0.622974402583423
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Leuctra",5,1,0.229164028,10.7642626480086,2.4667817868676
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Paracapnia",1,1,0.004,10.7642626480086,0.0430570505920344
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Paracapnia",2,3,0.067273318,32.2927879440258,2.17244299246502
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Taeniopteryx",2,1,0.043869948,10.7642626480086,0.47222764262648
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Tanypodinae",5,1,0.003803671,10.7642626480086,0.0409437136706136
"LLW","HIGH","1119","10/22/23","October","> 1",4,"Tanypodinae",10,2,0.007610507,21.5285252960172,0.163842992465016
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Atherix",8,1,0.8225727212,10.7642626480086,8.85438881808396
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cernotina",2,2,0.082072047,21.5285252960172,1.76689013993541
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cernotina",3,1,0.114512328,10.7642626480086,1.23264077502691
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cheumatopsyche",7,1,0.80232984,10.7642626480086,8.63648912809473
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cheumatopsyche",9,1,1.549927753,10.7642626480086,16.6838294187298
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Cheumatopsyche",10,1,2.042659979,10.7642626480086,21.9877285145318
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Dicranota",3,1,0.048925189,10.7642626480086,0.526643584499462
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Diplectrona",3,1,0.087147266,10.7642626480086,0.938076060279871
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Diplectrona",4,1,0.185179649,10.7642626480086,1.99332237890205
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Diplectrona",6,3,1.607213645,32.2927879440258,51.9014094187298
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Diplectrona",10,1,2.042659979,10.7642626480086,21.9877285145318
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Paraleptophlebiidae",4,2,0.550637635,21.5285252960172,11.8544162540366
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Leuctra",2,3,0.058239457,32.2927879440258,1.88071443487621
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Leuctra",3,1,0.057874322,10.7642626480086,0.622974402583423
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Leuctra",4,1,0.125623495,10.7642626480086,1.3522442949408
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Paracapnia",3,1,0.061469623,10.7642626480086,0.661675166846071
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Taeniopteryx",2,1,0.043869948,10.7642626480086,0.47222764262648
"LLW","HIGH","1119","10/22/23","October","> 1",5,"Tipula",7,1,0.742599215,10.7642626480086,7.99353299246502
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Paracapnia",5,1,0.218976945,10.7642626480086,2.35712534983854
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",6,1,0.535737882,10.7642626480086,5.76682327233585
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",7,1,0.80232984,10.7642626480086,8.63648912809473
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",8,2,2.276784057,21.5285252960172,49.0158031646932
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",9,1,1.549927753,10.7642626480086,16.6838294187298
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",10,5,10.2132999,53.8213132400431,549.6932131324
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",12,4,13.17379606,43.0570505920345,567.224803444564
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",13,1,4.06188537,10.7642626480086,43.7232009687836
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Cheumatopsyche",15,1,5.90956044,10.7642626480086,63.6120607104413
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Dixa",5,1,0.0043,10.7642626480086,0.046286329386437
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Hydropsyche",7,1,1.242015573,10.7642626480086,13.3693818406889
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Hydropsyche",11,1,4.451056622,10.7642626480086,47.912342540366
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Optioservus",3,1,0.100772845,10.7642626480086,1.08474537136706
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Orthocladine",5,1,0.075250326,10.7642626480086,0.810014273412271
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Psychodini",2,1,0.005416747,10.7642626480086,0.0583072874058127
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Rhagovelia",4,1,0.389940809,10.7642626480086,4.19742528525296
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Rhyacophila",4,1,0.308137087,10.7642626480086,3.31686853606028
"LLC","HIGH","1242","10/22/23","October","> 1",1,"Taeniopteryx",3,1,0.131689311,10.7642626480086,1.41753833153929
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Paracapnia",3,10,0.614696233,107.642626480086,66.167517007535
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Paracapnia",4,6,0.754283209,64.5855758880517,48.7158154359526
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",6,2,1.071475763,21.5285252960172,23.0672930678149
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",8,1,1.138392028,10.7642626480086,12.2539507857912
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",9,1,1.549927753,10.7642626480086,16.6838294187298
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",10,1,2.042659979,10.7642626480086,21.9877285145318
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",11,2,5.24414765,21.5285252960172,112.898765339074
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Cheumatopsyche",12,2,6.586898031,21.5285252960172,141.80620088267
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Diplectrona",6,1,0.535737882,10.7642626480086,5.76682327233585
"LLC","HIGH","1242","10/22/23","October","> 1",2,"Diplectrona",13,1,4.06188537,10.7642626480086,43.7232009687836
