Site,SC Category,SC Level,Sample Date,Fraction,Replicate,Order,Family,Genus,Abundance (# individuals),Density (# individuals/m2),Biomass (g)
FRY,MID,402,10/21/23,> 1,4,Ephemeroptera,Ephemerellidae,Eurylophella,0,0,0
FRY,MID,402,10/21/23,> 1,5,Ephemeroptera,Ephemerellidae,Eurylophella,0,0,0
FRY,MID,402,10/21/23,> 1,1,Trichoptera,Glossosomatidae,Glossosoma,0,0,0
FRY,MID,402,10/21/23,> 1,2,Trichoptera,Glossosomatidae,Glossosoma,1,10.76426265,0.504123662
FRY,MID,402,10/21/23,> 1,3,Trichoptera,Glossosomatidae,Glossosoma,0,0,0
FRY,MID,402,10/21/23,> 1,4,Trichoptera,Glossosomatidae,Glossosoma,0,0,0
FRY,MID,402,10/21/23,> 1,5,Trichoptera,Glossosomatidae,Glossosoma,0,0,0
FRY,MID,402,10/21/23,> 1,1,Trichoptera,Goeridae,Goera,0,0,0
FRY,MID,402,10/21/23,> 1,2,Trichoptera,Goeridae,Goera,0,0,0
FRY,MID,402,10/21/23,> 1,3,Trichoptera,Goeridae,Goera,0,0,0
FRY,MID,402,10/21/23,> 1,4,Trichoptera,Goeridae,Goera,0,0,0
FRY,MID,402,10/21/23,> 1,5,Trichoptera,Goeridae,Goera,0,0,0
FRY,MID,402,10/21/23,> 1,1,Odonata,Gomphidae,Gomphurus,0,0,0
FRY,MID,402,10/21/23,> 1,2,Odonata,Gomphidae,Gomphurus,0,0,0
FRY,MID,402,10/21/23,> 1,3,Odonata,Gomphidae,Gomphurus,1,10.76426265,0.67148292
FRY,MID,402,10/21/23,> 1,4,Odonata,Gomphidae,Gomphurus,0,0,0
FRY,MID,402,10/21/23,> 1,5,Odonata,Gomphidae,Gomphurus,0,0,0
FRY,MID,402,10/21/23,> 1,1,Coleoptera,Gyrinidae,Gyrinus,0,0,0
FRY,MID,402,10/21/23,> 1,2,Coleoptera,Gyrinidae,Gyrinus,0,0,0
FRY,MID,402,10/21/23,> 1,3,Coleoptera,Gyrinidae,Gyrinus,0,0,0
FRY,MID,402,10/21/23,> 1,4,Coleoptera,Gyrinidae,Gyrinus,0,0,0
FRY,MID,402,10/21/23,> 1,5,Coleoptera,Gyrinidae,Gyrinus,0,0,0
FRY,MID,402,10/21/23,> 1,1,Coleoptera,Dryopidae,Helichus (A),0,0,0
FRY,MID,402,10/21/23,> 1,2,Coleoptera,Dryopidae,Helichus (A),1,10.76426265,4.6258
FRY,MID,402,10/21/23,> 1,3,Coleoptera,Dryopidae,Helichus (A),0,0,0
FRY,MID,402,10/21/23,> 1,4,Coleoptera,Dryopidae,Helichus (A),0,0,0
FRY,MID,402,10/21/23,> 1,5,Coleoptera,Dryopidae,Helichus (A),2,21.5285253,9.2516
FRY,MID,402,10/21/23,> 1,1,Hemiptera,Hemiptera,Hemiptera,1,10.76426265,0.245106109
FRY,MID,402,10/21/23,> 1,2,Hemiptera,Hemiptera,Hemiptera,0,0,0
FRY,MID,402,10/21/23,> 1,3,Hemiptera,Hemiptera,Hemiptera,0,0,0
FRY,MID,402,10/21/23,> 1,4,Hemiptera,Hemiptera,Hemiptera,0,0,0
FRY,MID,402,10/21/23,> 1,5,Hemiptera,Hemiptera,Hemiptera,0,0,0
FRY,MID,402,10/21/23,> 1,1,Hemiptera (terrestrial),Hemiptera (terrestrial),Hemiptera (terrestrial),0,0,0
FRY,MID,402,10/21/23,> 1,2,Hemiptera (terrestrial),Hemiptera (terrestrial),Hemiptera (terrestrial),0,0,0
FRY,MID,402,10/21/23,> 1,3,Hemiptera (terrestrial),Hemiptera (terrestrial),Hemiptera (terrestrial),1,10.76426265,0
FRY,MID,402,10/21/23,> 1,4,Hemiptera (terrestrial),Hemiptera (terrestrial),Hemiptera (terrestrial),0,0,0
FRY,MID,402,10/21/23,> 1,5,Hemiptera (terrestrial),Hemiptera (terrestrial),Hemiptera (terrestrial),0,0,0
FRY,MID,402,10/21/23,> 1,1,Odonata,Calopterygidae,Hetaerina,0,0,0
FRY,MID,402,10/21/23,> 1,2,Odonata,Calopterygidae,Hetaerina,0,0,0
FRY,MID,402,10/21/23,> 1,3,Odonata,Calopterygidae,Hetaerina,0,0,0
FRY,MID,402,10/21/23,> 1,4,Odonata,Calopterygidae,Hetaerina,0,0,0
FRY,MID,402,10/21/23,> 1,5,Odonata,Calopterygidae,Hetaerina,0,0,0
FRY,MID,402,10/21/23,> 1,1,Diptera,Limoniidae,Hexatoma,0,0,0
FRY,MID,402,10/21/23,> 1,2,Diptera,Limoniidae,Hexatoma,0,0,0
FRY,MID,402,10/21/23,> 1,3,Diptera,Limoniidae,Hexatoma,0,0,0
FRY,MID,402,10/21/23,> 1,4,Diptera,Limoniidae,Hexatoma,0,0,0
FRY,MID,402,10/21/23,> 1,5,Diptera,Limoniidae,Hexatoma,0,0,0
FRY,MID,402,10/21/23,> 1,1,Trombidiformes,Hydrachnidia,Hydrachnia,0,0,0
FRY,MID,402,10/21/23,> 1,2,Trombidiformes,Hydrachnidia,Hydrachnia,0,0,0
FRY,MID,402,10/21/23,> 1,3,Trombidiformes,Hydrachnidia,Hydrachnia,0,0,0
FRY,MID,402,10/21/23,> 1,4,Trombidiformes,Hydrachnidia,Hydrachnia,0,0,0
FRY,MID,402,10/21/23,> 1,5,Trombidiformes,Hydrachnidia,Hydrachnia,0,0,0
FRY,MID,402,10/21/23,> 1,1,Trichoptera,Hydropsychidae,Hydropsyche,3,32.29278794,8.218593419
FRY,MID,402,10/21/23,> 1,2,Trichoptera,Hydropsychidae,Hydropsyche,0,0,0
FRY,MID,402,10/21/23,> 1,3,Trichoptera,Hydropsychidae,Hydropsyche,7,75.34983854,10.20790515
FRY,MID,402,10/21/23,> 1,4,Trichoptera,Hydropsychidae,Hydropsyche,0,0,0
FRY,MID,402,10/21/23,> 1,5,Trichoptera,Hydropsychidae,Hydropsyche,3,32.29278794,3.58490907
FRY,MID,402,10/21/23,> 1,3,Hymenoptera (terrestrial),Hymenoptera (terrestrial),Hymenoptera (terrestrial),0,0,0
FRY,MID,402,10/21/23,> 1,4,Hymenoptera (terrestrial),Hymenoptera (terrestrial),Hymenoptera (terrestrial),0,0,0
FRY,MID,402,10/21/23,> 1,5,Hymenoptera (terrestrial),Hymenoptera (terrestrial),Hymenoptera (terrestrial),1,10.76426265,0.266614134
FRY,MID,402,10/21/23,> 1,1,Hymenoptera (terrestrial) (A),Hymenoptera (terrestrial) (A),Hymenoptera (terrestrial) (A),0,0,0
FRY,MID,402,10/21/23,> 1,2,Hymenoptera (terrestrial) (A),Hymenoptera (terrestrial) (A),Hymenoptera (terrestrial) (A),0,0,0
FRY,MID,402,10/21/23,> 1,1,Plecoptera,Perlodidae,Isoperla,0,0,0
FRY,MID,402,10/21/23,> 1,2,Plecoptera,Perlodidae,Isoperla,0,0,0
FRY,MID,402,10/21/23,> 1,3,Plecoptera,Perlodidae,Isoperla,0,0,0
FRY,MID,402,10/21/23,> 1,4,Plecoptera,Perlodidae,Isoperla,0,0,0
FRY,MID,402,10/21/23,> 1,5,Plecoptera,Perlodidae,Isoperla,0,0,0
FRY,MID,402,10/21/23,> 1,1,Lepidoptera,Crambidae,Langessa,0,0,0
FRY,MID,402,10/21/23,> 1,2,Lepidoptera,Crambidae,Langessa,0,0,0
FRY,MID,402,10/21/23,> 1,3,Lepidoptera,Crambidae,Langessa,0,0,0
FRY,MID,402,10/21/23,> 1,4,Lepidoptera,Crambidae,Langessa,0,0,0
FRY,MID,402,10/21/23,> 1,5,Lepidoptera,Crambidae,Langessa,0,0,0
FRY,MID,402,10/21/23,> 1,1,Plecoptera,Leuctridae,Leuctra (A),1,10.76426265,0.763084911
FRY,MID,402,10/21/23,> 1,1,Plecoptera,Leuctridae,Leuctra (L),0,0,0
FRY,MID,402,10/21/23,> 1,2,Pleocoptera,Leuctridae,Leuctra(A),1,10.76426265,1.212311012
FRY,MID,402,10/21/23,> 1,3,Pleocoptera,Leuctridae,Leuctra(A),9,96.87836383,37.92298761
FRY,MID,402,10/21/23,> 1,4,Pleocoptera,Leuctridae,Leuctra(A),0,0,0
FRY,MID,402,10/21/23,> 1,5,Pleocoptera,Leuctridae,Leuctra(A),0,0,0
FRY,MID,402,10/21/23,> 1,2,Plecoptera,Leuctridae,Leuctra(L),3,32.29278794,0.241372139
FRY,MID,402,10/21/23,> 1,3,Plecoptera,Leuctridae,Leuctra(L),0,0,0
FRY,MID,402,10/21/23,> 1,4,Plecoptera,Leuctridae,Leuctra(L),0,0,0
FRY,MID,402,10/21/23,> 1,5,Plecoptera,Leuctridae,Leuctra(L),0,0,0
FRY,MID,402,10/21/23,> 1,1,Hemiptera,Veliidae,Microvelia,0,0,0
FRY,MID,402,10/21/23,> 1,2,Hemiptera,Veliidae,Microvelia,0,0,0
FRY,MID,402,10/21/23,> 1,3,Hemiptera,Veliidae,Microvelia,1,10.76426265,0.175405746
FRY,MID,402,10/21/23,> 1,4,Hemiptera,Veliidae,Microvelia,0,0,0
FRY,MID,402,10/21/23,> 1,5,Hemiptera,Veliidae,Microvelia,0,0,0
FRY,MID,402,10/21/23,> 1,1,Diptera,Empididae,Neoplasta,2,21.5285253,1.402249466
FRY,MID,402,10/21/23,> 1,2,Diptera,Empididae,Neoplasta,0,0,0
FRY,MID,402,10/21/23,> 1,3,Diptera,Empididae,Neoplasta,0,0,0
FRY,MID,402,10/21/23,> 1,4,Diptera,Empididae,Neoplasta,0,0,0
FRY,MID,402,10/21/23,> 1,5,Diptera,Empididae,Neoplasta,1,10.76426265,0.465641373
FRY,MID,402,10/21/23,> 1,1,Oligochaea,Oligochaeta,Oligochaeta,0,0,0
FRY,MID,402,10/21/23,> 1,2,Oligochaea,Oligochaeta,Oligochaeta,0,0,0
FRY,MID,402,10/21/23,> 1,3,Oligochaea,Oligochaeta,Oligochaeta,4,43.05705059,2.008170358
FRY,MID,402,10/21/23,> 1,4,Oligochaea,Oligochaeta,Oligochaeta,0,0,0
FRY,MID,402,10/21/23,> 1,5,Oligochaea,Oligochaeta,Oligochaeta,0,0,0
FRY,MID,402,10/21/23,> 1,1,Coleoptera,Elmidae,Optioservus (A),1,10.76426265,0.45238
FRY,MID,402,10/21/23,> 1,2,Coleoptera,Elmidae,Optioservus (A),6,64.58557589,2.71428
FRY,MID,402,10/21/23,> 1,3,Coleoptera,Elmidae,Optioservus (A),1,10.76426265,0.45238
FRY,MID,402,10/21/23,> 1,4,Coleoptera,Elmidae,Optioservus (A),2,21.5285253,0.90476
FRY,MID,402,10/21/23,> 1,5,Coleoptera,Elmidae,Optioservus (A),3,32.29278794,1.35714
FRY,MID,402,10/21/23,> 1,1,Coleoptera,Elmidae,Optioservus (L),1,10.76426265,1.237527349
FRY,MID,402,10/21/23,> 1,2,Coleoptera,Elmidae,Optioservus (L),1,10.76426265,0.784137653
FRY,MID,402,10/21/23,> 1,3,Coleoptera,Elmidae,Optioservus (L),1,10.76426265,1.237527349
FRY,MID,402,10/21/23,> 1,4,Coleoptera,Elmidae,Optioservus (L),4,43.05705059,1.905184139
FRY,MID,402,10/21/23,> 1,5,Coleoptera,Elmidae,Optioservus (L),2,21.5285253,1.568275305
FRY,MID,402,10/21/23,> 1,1,Diptera,Chironominae,Orthocladine,8,86.11410118,1.288644287
FRY,MID,402,10/21/23,> 1,2,Diptera,Chironominae,Orthocladine,0,0,0
FRY,MID,402,10/21/23,> 1,3,Diptera,Chironominae,Orthocladine,1,10.76426265,0.009540071
FRY,MID,402,10/21/23,> 1,4,Diptera,Chironominae,Orthocladine,0,0,0
FRY,MID,402,10/21/23,> 1,5,Diptera,Chironominae,Orthocladine,0,0,0
FRY,MID,402,10/21/23,> 1,1,Coleoptera,Elmidae,Oulimnius(A),0,0,0
FRY,MID,402,10/21/23,> 1,2,Coleoptera,Elmidae,Oulimnius(A),0,0,0
FRY,MID,402,10/21/23,> 1,3,Coleoptera,Elmidae,Oulimnius(A),1,10.76426265,0.06387
FRY,MID,402,10/21/23,> 1,4,Coleoptera,Elmidae,Oulimnius(A),0,0,0
FRY,MID,402,10/21/23,> 1,5,Coleoptera,Elmidae,Oulimnius(A),0,0,0
FRY,MID,402,10/21/23,> 1,1,Coleoptera,Elmidae,Oulimnius(L),4,43.05705059,1.380599339
FRY,MID,402,10/21/23,> 1,2,Coleoptera,Elmidae,Oulimnius(L),0,0,0
FRY,MID,402,10/21/23,> 1,3,Coleoptera,Elmidae,Oulimnius(L),1,10.76426265,1.990377983
FRY,MID,402,10/21/23,> 1,4,Coleoptera,Elmidae,Oulimnius(L),3,32.29278794,1.181379764
FRY,MID,402,10/21/23,> 1,5,Coleoptera,Elmidae,Oulimnius(L),3,32.29278794,0.933394319
FRY,MID,402,10/21/23,> 1,1,Plecoptera,Capniidae,Paracapnia,4,43.05705059,0.438611228
FRY,MID,402,10/21/23,> 1,2,Plecoptera,Capniidae,Paracapnia,3,32.29278794,0.377141605
FRY,MID,402,10/21/23,> 1,3,Plecoptera,Capniidae,Paracapnia,2,21.5285253,0.251427736
FRY,MID,402,10/21/23,> 1,4,Plecoptera,Capniidae,Paracapnia,2,21.5285253,0.187183492
FRY,MID,402,10/21/23,> 1,5,Plecoptera,Capniidae,Paracapnia,2,21.5285253,0.187183492
FRY,MID,402,10/21/23,> 1,1,Ephemeroptera,Leptophlebiidae,Paraleptophlebiidae,0,0,0
FRY,MID,402,10/21/23,> 1,2,Ephemeroptera,Leptophlebiidae,Paraleptophlebiidae,0,0,0
FRY,MID,402,10/21/23,> 1,3,Ephemeroptera,Leptophlebiidae,Paraleptophlebiidae,0,0,0
FRY,MID,402,10/21/23,> 1,4,Ephemeroptera,Leptophlebiidae,Paraleptophlebiidae,0,0,0
FRY,MID,402,10/21/23,> 1,5,Ephemeroptera,Leptophlebiidae,Paraleptophlebiidae,0,0,0
FRY,MID,402,10/21/23,> 1,1,Trichoptera,Polycentropodidae,Polycentropodidae,0,0,0
FRY,MID,402,10/21/23,> 1,2,Trichoptera,Polycentropodidae,Polycentropodidae,0,0,0
FRY,MID,402,10/21/23,> 1,3,Trichoptera,Polycentropodidae,Polycentropodidae,0,0,0
FRY,MID,402,10/21/23,> 1,4,Trichoptera,Polycentropodidae,Polycentropodidae,1,10.76426265,0.114512328
FRY,MID,402,10/21/23,> 1,5,Trichoptera,Polycentropodidae,Polycentropodidae,0,0,0
FRY,MID,402,10/21/23,> 1,1,Diptera,Ceratopogonidae,Probezzia,0,0,0
FRY,MID,402,10/21/23,> 1,2,Diptera,Ceratopogonidae,Probezzia,0,0,0
FRY,MID,402,10/21/23,> 1,3,Diptera,Ceratopogonidae,Probezzia,0,0,0
FRY,MID,402,10/21/23,> 1,4,Diptera,Ceratopogonidae,Probezzia,0,0,0
FRY,MID,402,10/21/23,> 1,5,Diptera,Ceratopogonidae,Probezzia,0,0,0
FRY,MID,402,10/21/23,> 1,1,Coleoptera,Psephenidae,Psephenus,2,21.5285253,0.365646397
FRY,MID,402,10/21/23,> 1,2,Coleoptera,Psephenidae,Psephenus,3,32.29278794,1.020853411
FRY,MID,402,10/21/23,> 1,3,Coleoptera,Psephenidae,Psephenus,7,75.34983854,1.515954297
FRY,MID,402,10/21/23,> 1,4,Coleoptera,Psephenidae,Psephenus,3,32.29278794,0.296426303
FRY,MID,402,10/21/23,> 1,5,Coleoptera,Psephenidae,Psephenus,2,21.5285253,0.365646397
FRY,MID,402,10/21/23,> 1,1,Trichoptera,Pupa,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,1,Diptera,Chironomidae,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,1,Diptera,Pupa,Pupa,3,32.29278794,0.348917318
FRY,MID,402,10/21/23,> 1,2,Trichoptera,Pupa,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,2,Diptera,Chironomidae,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,2,Diptera,Pupa,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,3,Trichoptera,Pupa,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,3,Diptera,Chironomidae,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,3,Diptera,Pupa,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,4,Trichoptera,Pupa,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,4,Diptera,Chironomidae,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,4,Diptera,Pupa,Pupa,2,21.5285253,0.040499067
FRY,MID,402,10/21/23,> 1,5,Trichoptera,Pupa,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,5,Diptera,Chironomidae,Pupa,1,10.76426265,0.00768
FRY,MID,402,10/21/23,> 1,5,Diptera,Pupa,Pupa,0,0,0
FRY,MID,402,10/21/23,> 1,1,Hemiptera,Veliidae,Rhagovelia,0,0,0
FRY,MID,402,10/21/23,> 1,2,Hemiptera,Veliidae,Rhagovelia,0,0,0
FRY,MID,402,10/21/23,> 1,3,Hemiptera,Veliidae,Rhagovelia,5,53.82131324,1.949704045
FRY,MID,402,10/21/23,> 1,4,Hemiptera,Veliidae,Rhagovelia,0,0,0
FRY,MID,402,10/21/23,> 1,5,Hemiptera,Veliidae,Rhagovelia,0,0,0
FRY,MID,402,10/21/23,> 1,1,Trichoptera,Rhyaciphilidae,Rhyacophila,2,21.5285253,0.844033445
FRY,MID,402,10/21/23,> 1,2,Trichoptera,Rhyaciphilidae,Rhyacophila,0,0,0
FRY,MID,402,10/21/23,> 1,3,Trichoptera,Rhyaciphilidae,Rhyacophila,1,10.76426265,0.535896358
FRY,MID,402,10/21/23,> 1,4,Trichoptera,Rhyaciphilidae,Rhyacophila,2,21.5285253,0.459108913
FRY,MID,402,10/21/23,> 1,5,Trichoptera,Rhyaciphilidae,Rhyacophila,0,0,0
FRY,MID,402,10/21/23,> 1,1,Megaloptera,Sialidae,Sialis,0,0,0
FRY,MID,402,10/21/23,> 1,2,Megaloptera,Sialidae,Sialis,0,0,0
FRY,MID,402,10/21/23,> 1,3,Megaloptera,Sialidae,Sialis,0,0,0
FRY,MID,402,10/21/23,> 1,4,Megaloptera,Sialidae,Sialis,0,0,0
FRY,MID,402,10/21/23,> 1,5,Megaloptera,Sialidae,Sialis,0,0,0
FRY,MID,402,10/21/23,> 1,1,Diptera,Simuliidae,Simulium,0,0,0
FRY,MID,402,10/21/23,> 1,2,Diptera,Simuliidae,Simulium,0,0,0
FRY,MID,402,10/21/23,> 1,3,Diptera,Simuliidae,Simulium,0,0,0
FRY,MID,402,10/21/23,> 1,4,Diptera,Simuliidae,Simulium,0,0,0
FRY,MID,402,10/21/23,> 1,5,Diptera,Simuliidae,Simulium,1,10.76426265,0.087365377
FRY,MID,402,10/21/23,> 1,1,Gastropoda,Lymnaidae,Stagnicola,0,0,0
FRY,MID,402,10/21/23,> 1,2,Gastropoda,Lymnaidae,Stagnicola,0,0,0
FRY,MID,402,10/21/23,> 1,3,Gastropoda,Lymnaidae,Stagnicola,0,0,0
FRY,MID,402,10/21/23,> 1,4,Gastropoda,Lymnaidae,Stagnicola,0,0,0
FRY,MID,402,10/21/23,> 1,5,Gastropoda,Lymnaidae,Stagnicola,0,0,0
FRY,MID,402,10/21/23,> 1,1,Coleoptera,Elmidae,Stenelmis (A),0,0,0
FRY,MID,402,10/21/23,> 1,2,Coleoptera,Elmidae,Stenelmis (A),0,0,0
FRY,MID,402,10/21/23,> 1,3,Coleoptera,Elmidae,Stenelmis (A),0,0,0
FRY,MID,402,10/21/23,> 1,4,Coleoptera,Elmidae,Stenelmis (A),0,0,0
FRY,MID,402,10/21/23,> 1,5,Coleoptera,Elmidae,Stenelmis (A),0,0,0
FRY,MID,402,10/21/23,> 1,1,Coleoptera,Elmidae,Stenelmis (L),0,0,0
FRY,MID,402,10/21/23,> 1,2,Coleoptera,Elmidae,Stenelmis (L),0,0,0
FRY,MID,402,10/21/23,> 1,3,Coleoptera,Elmidae,Stenelmis (L),0,0,0
FRY,MID,402,10/21/23,> 1,4,Coleoptera,Elmidae,Stenelmis (L),0,0,0
FRY,MID,402,10/21/23,> 1,5,Coleoptera,Elmidae,Stenelmis (L),0,0,0
FRY,MID,402,10/21/23,> 1,1,Ephemeroptera,Heptageniidae,Stenonema,2,21.5285253,7.077114232
FRY,MID,402,10/21/23,> 1,2,Ephemeroptera,Heptageniidae,Stenonema,0,0,0
FRY,MID,402,10/21/23,> 1,3,Ephemeroptera,Heptageniidae,Stenonema,0,0,0
FRY,MID,402,10/21/23,> 1,4,Ephemeroptera,Heptageniidae,Stenonema,0,0,0
FRY,MID,402,10/21/23,> 1,5,Ephemeroptera,Heptageniidae,Stenonema,0,0,0
FRY,MID,402,10/21/23,> 1,1,Odonata,Gomphidae,Stylogomphurus,0,0,0
FRY,MID,402,10/21/23,> 1,2,Odonata,Gomphidae,Stylogomphurus,0,0,0
FRY,MID,402,10/21/23,> 1,3,Odonata,Gomphidae,Stylogomphurus,0,0,0
FRY,MID,402,10/21/23,> 1,4,Odonata,Gomphidae,Stylogomphurus,0,0,0
FRY,MID,402,10/21/23,> 1,5,Odonata,Gomphidae,Stylogomphurus,0,0,0
FRY,MID,402,10/21/23,> 1,1,Plecoptera,Taeniopterygidae,Taeniopteryx,0,0,0
FRY,MID,402,10/21/23,> 1,2,Plecoptera,Taeniopterygidae,Taeniopteryx,1,10.76426265,0.043869948
FRY,MID,402,10/21/23,> 1,3,Plecoptera,Taeniopterygidae,Taeniopteryx,0,0,0
FRY,MID,402,10/21/23,> 1,4,Plecoptera,Taeniopterygidae,Taeniopteryx,0,0,0
FRY,MID,402,10/21/23,> 1,5,Plecoptera,Taeniopterygidae,Taeniopteryx,0,0,0
FRY,MID,402,10/21/23,> 1,1,Diptera,Tanypodinae,Tanypodinae,0,0,0
FRY,MID,402,10/21/23,> 1,2,Diptera,Tanypodinae,Tanypodinae,2,21.5285253,0.007605668
FRY,MID,402,10/21/23,> 1,3,Diptera,Tanypodinae,Tanypodinae,3,32.29278794,0.011408174
FRY,MID,402,10/21/23,> 1,4,Diptera,Tanypodinae,Tanypodinae,0,0,0
FRY,MID,402,10/21/23,> 1,5,Diptera,Tanypodinae,Tanypodinae,1,10.76426265,0.003803162
FRY,MID,402,10/21/23,> 1,1,Diptera,Chironominae,Tanytarsini,0,0,0
FRY,MID,402,10/21/23,> 1,2,Diptera,Chironominae,Tanytarsini,0,0,0
FRY,MID,402,10/21/23,> 1,3,Diptera,Chironominae,Tanytarsini,0,0,0
FRY,MID,402,10/21/23,> 1,4,Diptera,Chironominae,Tanytarsini,0,0,0
FRY,MID,402,10/21/23,> 1,5,Diptera,Chironominae,Tanytarsini,0,0,0
FRY,MID,402,10/21/23,> 1,1,Diptera,Tipulidae,Tipula,1,10.76426265,1.774924867
FRY,MID,402,10/21/23,> 1,2,Diptera,Tipulidae,Tipula,2,21.5285253,9.633621154
FRY,MID,402,10/21/23,> 1,3,Diptera,Tipulidae,Tipula,4,43.05705059,10.21132836
FRY,MID,402,10/21/23,> 1,4,Diptera,Tipulidae,Tipula,14,150.6996771,3.198038947
FRY,MID,402,10/21/23,> 1,5,Diptera,Tipulidae,Tipula,2,21.5285253,1.881696923
FRY,MID,402,10/21/23,> 1,1,Odonata,Aeshnidae,Triacanthagyna,0,0,0
FRY,MID,402,10/21/23,> 1,2,Odonata,Aeshnidae,Triacanthagyna,0,0,0
FRY,MID,402,10/21/23,> 1,3,Odonata,Aeshnidae,Triacanthagyna,0,0,0
FRY,MID,402,10/21/23,> 1,4,Odonata,Aeshnidae,Triacanthagyna,0,0,0
FRY,MID,402,10/21/23,> 1,5,Odonata,Aeshnidae,Triacanthagyna,0,0,0
HCN,REF,78,10/20/23,> 1,1,Ephemeroptera,Baetidae,Acerpenna,0,0,0
HCN,REF,78,10/20/23,> 1,2,Ephemeroptera,Baetidae,Acerpenna,0,0,0
HCN,REF,78,10/20/23,> 1,3,Ephemeroptera,Baetidae,Acerpenna,0,0,0
HCN,REF,78,10/20/23,> 1,4,Ephemeroptera,Baetidae,Acerpenna,0,0,0
HCN,REF,78,10/20/23,> 1,5,Ephemeroptera,Baetidae,Acerpenna,0,0,0
HCN,REF,78,10/20/23,> 1,1,Plecoptera,Perlidae,Acroneuria,1,10.76426265,148.0707871
HCN,REF,78,10/20/23,> 1,2,Plecoptera,Perlidae,Acroneuria,0,0,0
HCN,REF,78,10/20/23,> 1,3,Plecoptera,Perlidae,Acroneuria,0,0,0
HCN,REF,78,10/20/23,> 1,4,Plecoptera,Perlidae,Acroneuria,0,0,0
HCN,REF,78,10/20/23,> 1,5,Plecoptera,Perlidae,Acroneuria,0,0,0
HCN,REF,78,10/20/23,> 1,1,Plecoptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,1,Diptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,1,Diptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,2,Plecoptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,2,Diptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,2,Diptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,3,Plecoptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,3,Diptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,3,Diptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,4,Plecoptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,4,Diptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,4,Diptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,5,Plecoptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,5,Diptera,Adult,Adult,1,10.76426265,0.471063475
HCN,REF,78,10/20/23,> 1,5,Diptera,Adult,Adult,0,0,0
HCN,REF,78,10/20/23,> 1,1,Diptera,Stratiomyidae,Allognasta,0,0,0
HCN,REF,78,10/20/23,> 1,2,Diptera,Stratiomyidae,Allognasta,0,0,0
HCN,REF,78,10/20/23,> 1,3,Diptera,Stratiomyidae,Allognasta,0,0,0
HCN,REF,78,10/20/23,> 1,4,Diptera,Stratiomyidae,Allognasta,1,10.76426265,0
HCN,REF,78,10/20/23,> 1,5,Diptera,Stratiomyidae,Allognasta,0,0,0
HCN,REF,78,10/20/23,> 1,1,Plecoptera,Chloroperlidae,Alloperla,1,10.76426265,4.970338664
HCN,REF,78,10/20/23,> 1,2,Plecoptera,Chloroperlidae,Alloperla,0,0,0
HCN,REF,78,10/20/23,> 1,3,Plecoptera,Chloroperlidae,Alloperla,0,0,0
HCN,REF,78,10/20/23,> 1,4,Plecoptera,Chloroperlidae,Alloperla,1,10.76426265,0.409635322
HCN,REF,78,10/20/23,> 1,5,Plecoptera,Chloroperlidae,Alloperla,0,0,0
HCN,REF,78,10/20/23,> 1,1,Diptera,Limoniidae,Antocha,0,0,0
HCN,REF,78,10/20/23,> 1,2,Diptera,Limoniidae,Antocha,0,0,0
HCN,REF,78,10/20/23,> 1,3,Diptera,Limoniidae,Antocha,0,0,0
HCN,REF,78,10/20/23,> 1,4,Diptera,Limoniidae,Antocha,0,0,0
HCN,REF,78,10/20/23,> 1,5,Diptera,Limoniidae,Antocha,0,0,0
HCN,REF,78,10/20/23,> 1,1,Diptera,Athericidae,Atherix,0,0,0
HCN,REF,78,10/20/23,> 1,2,Diptera,Athericidae,Atherix,0,0,0
HCN,REF,78,10/20/23,> 1,3,Diptera,Athericidae,Atherix,0,0,0
HCN,REF,78,10/20/23,> 1,4,Diptera,Athericidae,Atherix,0,0,0
HCN,REF,78,10/20/23,> 1,5,Diptera,Athericidae,Atherix,0,0,0
HCN,REF,78,10/20/23,> 1,1,Ephemeroptera,Baetidae,Baetis,0,0,0
