"Site","SC.Category","SC.Level","Sample.Date","Fraction","Replicate","Order","Family","Genus","Abundance","Density","Biomass","Biomass.Area.Corrected"
"EAS","REF","25","10/22/23","> 1",5,"Trichoptera","Hydropsychidae","Diplectrona",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Dixidae","Dixa",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Coleoptera","Psephenidae","Ectopria",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Ephemeroptera","Ephemerellidae","Ephemerellidae",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Trichoptera","Goeridae","Goera",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Odonata","Gomphidae","Gomphurus",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Odonata","Calopterygidae","Hetaerina",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Limoniidae","Hexatoma",1,10.76426265,2.121801251,22.8396259568626
"EAS","REF","25","10/22/23","> 1",5,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Plecoptera","Perlodidae","Isoperla",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Lepidoptera","Crambidae","Langessa",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Plecoptera","Leuctridae","Leuctra",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Hemiptera","Veliidae","Microvelia",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Chironominae","Orthocladine",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Coleoptera","Elmidae","Oulimnius(A)",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Coleoptera","Elmidae","Oulimnius(L)",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Plecoptera","Capniidae","Paracapnia",1,10.76426265,0.022424439,0.241382551174903
"EAS","REF","25","10/22/23","> 1",5,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Ceratopogonidae","Probezzia",3,32.29278794,9.3325667,301.374597379006
"EAS","REF","25","10/22/23","> 1",5,"Coleoptera","Psephenidae","Psephenus",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Chironomidae","Pupa",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Trichoptera","Pupa","Pupa",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Pupa","Pupa",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Megaloptera","Sialidae","Sialis",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Coleoptera","Elmidae","Stenelmis (L)",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Ephemeroptera","Heptageniidae","Stenonema",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Odonata","Gomphidae","Stylogomphurus",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Tanypodinae","Tanypodinae",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Chironominae","Tanytarsini",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Adult","Terrestrial",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Diptera","Tipulidae","Tipula",0,0,0,0
"EAS","REF","25","10/22/23","> 1",5,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Plecoptera","Perlidae","Acroneuria",1,10.76426265,148.0707871,1593.87284313663
"HCN","REF","78","10/20/23","> 1",1,"Plecoptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Stratiomyidae","Allognasta",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Plecoptera","Chloroperlidae","Alloperla",1,10.76426265,4.970338664,53.5020308387461
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Limoniidae","Antocha",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Athericidae","Atherix",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Baetidae","Baetis",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Odonata","Aeshnidae","Boyeria",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Plecoptera","Capniidae","Capniidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Polycentropodidae","Cernotina",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Empididae","Chelifera",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Hydropsychidae","Cheumatopsyche",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Chironomidae","Chironomidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Chironomidae","Chironomini",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Hexapoda","Collembola","Collembola",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Pediciidae","Dicranota",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Hydropsychidae","Diplectrona",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Dixidae","Dixa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Dixidae","Dixella",1,10.76426265,0.0433,0.466092572745
"HCN","REF","78","10/20/23","> 1",1,"Coleoptera","Psephenidae","Ectopria",1,10.76426265,0.124899502,1.3444510443822
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Ephemerellidae","Ephemerellidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Goeridae","Goera",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Odonata","Gomphidae","Gomphurus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Heptageniidae","Heptageniidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Odonata","Calopterygidae","Hetaerina",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Limoniidae","Hexatoma",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Plecoptera","Perlodidae","Isoperla",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Lepidoptera","Crambidae","Langessa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",1,10.76426265,0.51840919,5.58029268133375
"HCN","REF","78","10/20/23","> 1",1,"Plecoptera","Leuctridae","Leuctra",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Plecoptera","Leuctridae","Leuctridae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Hemiptera","Veliidae","Microvelia",2,21.5285253,0.113780644,2.44952947300429
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Chironominae","Orthocladine",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Coleoptera","Elmidae","Oulimnius(A)",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Coleoptera","Elmidae","Oulimnius(L)",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Plecoptera","Capniidae","Paracapnia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Polycentropodidae","Polycentropus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Ceratopogonidae","Probezzia",1,10.76426265,3.467276304,37.3226728163772
"HCN","REF","78","10/20/23","> 1",1,"Coleoptera","Psephenidae","Psephenus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Trichoptera","Pupa","Pupa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Pupa","Pupa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Chironomidae","Pupa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Megaloptera","Sialidae","Sialis",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Coleoptera","Elmidae","Stenelmis (L)",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Ephemeroptera","Heptageniidae","Stenonema",4,43.05705059,5.155012767,221.959645500815
"HCN","REF","78","10/20/23","> 1",1,"Odonata","Gomphidae","Stylogomphurus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Tanypodinae","Tanypodinae",1,10.76426265,0.020210028,0.217546049555854
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Chironominae","Tanytarsini",0,0,0,0
"HCN","REF","78","10/20/23","> 1",1,"Diptera","Tipulidae","Tipula",1,10.76426265,0.742599215,7.99353299394382
"HCN","REF","78","10/20/23","> 1",1,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Plecoptera","Perlidae","Acroneuria",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Plecoptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Stratiomyidae","Allognasta",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Plecoptera","Chloroperlidae","Alloperla",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Limoniidae","Antocha",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Athericidae","Atherix",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Baetidae","Baetis",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Odonata","Aeshnidae","Boyeria",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Plecoptera","Capniidae","Capniidae",1,10.76426265,0.061469623,0.661675166968481
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Polycentropodidae","Cernotina",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Empididae","Chelifera",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Hydropsychidae","Cheumatopsyche",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Chironomidae","Chironomidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Chironomidae","Chironomini",1,10.76426265,0.324354316,3.4914350490851
"HCN","REF","78","10/20/23","> 1",2,"Hexapoda","Collembola","Collembola",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Pediciidae","Dicranota",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Hydropsychidae","Diplectrona",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Dixidae","Dixa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Dixidae","Dixella",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Coleoptera","Psephenidae","Ectopria",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Ephemerellidae","Ephemerellidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Goeridae","Goera",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Odonata","Gomphidae","Gomphurus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Heptageniidae","Heptageniidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Odonata","Calopterygidae","Hetaerina",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Limoniidae","Hexatoma",1,10.76426265,3.273755439,35.239563397262
"HCN","REF","78","10/20/23","> 1",2,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Plecoptera","Perlodidae","Isoperla",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Lepidoptera","Crambidae","Langessa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Plecoptera","Leuctridae","Leuctra",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Plecoptera","Leuctridae","Leuctridae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Hemiptera","Veliidae","Microvelia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Chironominae","Orthocladine",19,204.5209903,1.475120097,301.693023049872
"HCN","REF","78","10/20/23","> 1",2,"Coleoptera","Elmidae","Oulimnius(A)",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Coleoptera","Elmidae","Oulimnius(L)",1,10.76426265,0.842573224,9.06967948499328
"HCN","REF","78","10/20/23","> 1",2,"Plecoptera","Capniidae","Paracapnia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Polycentropodidae","Polycentropus",1,10.76426265,0.661849376,7.12432051800261
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Ceratopogonidae","Probezzia",4,43.05705059,20.64117844,888.748264328297
"HCN","REF","78","10/20/23","> 1",2,"Coleoptera","Psephenidae","Psephenus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Trichoptera","Pupa","Pupa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Pupa","Pupa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Chironomidae","Pupa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Megaloptera","Sialidae","Sialis",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Coleoptera","Elmidae","Stenelmis (L)",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Ephemeroptera","Heptageniidae","Stenonema",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Odonata","Gomphidae","Stylogomphurus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Tanypodinae","Tanypodinae",1,10.76426265,0.184077318,1.98145659885957
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Chironominae","Tanytarsini",0,0,0,0
"HCN","REF","78","10/20/23","> 1",2,"Diptera","Tipulidae","Tipula",10,107.6426265,8.54555444,919.865924820337
"HCN","REF","78","10/20/23","> 1",2,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Plecoptera","Perlidae","Acroneuria",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Plecoptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Stratiomyidae","Allognasta",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Plecoptera","Chloroperlidae","Alloperla",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Limoniidae","Antocha",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Athericidae","Atherix",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Baetidae","Baetis",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Baetiscidae","Baetisca",1,10.76426265,0.650792088,7.00529696577391
"HCN","REF","78","10/20/23","> 1",3,"Odonata","Aeshnidae","Boyeria",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Plecoptera","Capniidae","Capniidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Polycentropodidae","Cernotina",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Empididae","Chelifera",1,10.76426265,0.158682586,1.70810103368521
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Hydropsychidae","Cheumatopsyche",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Chironomidae","Chironomidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Chironomidae","Chironomini",2,21.5285253,0.277479259,5.97371924760675
"HCN","REF","78","10/20/23","> 1",3,"Hexapoda","Collembola","Collembola",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Pediciidae","Dicranota",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Hydropsychidae","Diplectrona",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Dixidae","Dixa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Dixidae","Dixella",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Coleoptera","Psephenidae","Ectopria",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Ephemerellidae","Ephemerellidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Goeridae","Goera",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Odonata","Gomphidae","Gomphurus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Heptageniidae","Heptageniidae",1,10.76426265,2.949126324,31.745170339565
"HCN","REF","78","10/20/23","> 1",3,"Odonata","Calopterygidae","Hetaerina",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Limoniidae","Hexatoma",1,10.76426265,7.619679663,82.0202332013955
"HCN","REF","78","10/20/23","> 1",3,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Plecoptera","Perlodidae","Isoperla",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Lepidoptera","Crambidae","Langessa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Plecoptera","Leuctridae","Leuctra",2,21.5285253,0.183497817,3.95043739577927
"HCN","REF","78","10/20/23","> 1",3,"Plecoptera","Leuctridae","Leuctridae",1,10.76426265,0.125623495,1.35224429519096
"HCN","REF","78","10/20/23","> 1",3,"Hemiptera","Veliidae","Microvelia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Chironominae","Orthocladine",38,409.0419806,3.935888664,1609.94369454365
"HCN","REF","78","10/20/23","> 1",3,"Coleoptera","Elmidae","Oulimnius(A)",1,10.76426265,0.06387,0.6875134554555
"HCN","REF","78","10/20/23","> 1",3,"Coleoptera","Elmidae","Oulimnius(L)",5,53.82131324,4.598527086,247.49876673823
"HCN","REF","78","10/20/23","> 1",3,"Plecoptera","Capniidae","Paracapnia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",1,10.76426265,0.937612563,10.0927078920717
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Polycentropodidae","Polycentropus",1,10.76426265,0.661849376,7.12432051800261
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Ceratopogonidae","Probezzia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Coleoptera","Psephenidae","Psephenus",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Trichoptera","Pupa","Pupa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Pupa","Pupa",7,75.34983854,1.2576,94.759956947904
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Chironomidae","Pupa",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Megaloptera","Sialidae","Sialis",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Coleoptera","Elmidae","Stenelmis (L)",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Ephemeroptera","Heptageniidae","Stenonema",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Odonata","Gomphidae","Stylogomphurus",3,32.29278794,3.783832181,122.190490221581
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Tanypodinae","Tanypodinae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Chironominae","Tanytarsini",0,0,0,0
"HCN","REF","78","10/20/23","> 1",3,"Diptera","Tipulidae","Tipula",30,322.9278794,32.8470035,10607.2131848994
"HCN","REF","78","10/20/23","> 1",3,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Plecoptera","Perlidae","Acroneuria",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Plecoptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Adult","Adult",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Stratiomyidae","Allognasta",1,10.76426265,1.344703052,14.4747368379846
"HCN","REF","78","10/20/23","> 1",4,"Plecoptera","Chloroperlidae","Alloperla",1,10.76426265,0.409635322,4.40942219672532
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Limoniidae","Antocha",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Athericidae","Atherix",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Baetidae","Baetis",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Odonata","Aeshnidae","Boyeria",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Plecoptera","Capniidae","Capniidae",2,21.5285253,0.044848878,0.965530204699613
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Polycentropodidae","Cernotina",1,10.76426265,0.417206849,4.49092410201489
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Empididae","Chelifera",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Hydropsychidae","Cheumatopsyche",1,10.76426265,2.042659979,21.9877285185995
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Chironomidae","Chironomidae",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Chironomidae","Chironomini",1,10.76426265,0.13873963,1.49342981728382
"HCN","REF","78","10/20/23","> 1",4,"Hexapoda","Collembola","Collembola",0,0,0,0
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0
