"Site","SC.Category","SC.Level","Sample.Date","Sample.Month","Fraction","Replicate","Genus","Length","Abundance","Biomass.mg","Density","Biomass.g","Biomass.Area.Corrected","FFG"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Cheumatopsyche",6,2,1.17921246617997,21.5285252960172,0.00117921246617997,0.0253867054075342,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Cheumatopsyche",7,3,2.69057768149144,32.2927879440258,0.00269057768149144,0.0868862545153317,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Cheumatopsyche",9,1,1.77707755628693,10.7642626480086,0.00177707755628693,0.0191289295617538,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Cheumatopsyche",10,1,2.36707769875818,10.7642626480086,0.00236707769875818,0.0254798460576768,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Cheumatopsyche",12,1,3.88744881891893,10.7642626480086,0.00388744881891893,0.0418455201175343,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Diplectrona",2,1,0.030122753553245,10.7642626480086,3.0122753553245e-05,0.000324249230928364,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Dolophilodes",7,1,0.985908556831879,10.7642626480086,0.000985908556831879,0.0106125786526575,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Dolophilodes",17,1,12.0372178749803,10.7642626480086,0.0120372178749803,0.129571774757592,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Hexatoma",7,1,0.656332337194608,10.7642626480086,0.000656332337194609,0.00706493366194412,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Hexatoma",17,1,6.56893085222416,10.7642626480086,0.00656893085222416,0.070709697009948,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Hexatoma",22,1,12.828579497393,10.7642626480086,0.012828579497393,0.138090199110797,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Hydropsyche",5,1,0.48024346998694,10.7642626480086,0.00048024346998694,0.00516946684593047,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Hydropsyche",6,2,1.6073087273656,21.5285252960172,0.0016073087273656,0.0346029865955995,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Hydropsyche",10,1,3.40071452298947,10.7642626480086,0.00340071452298947,0.036606184316356,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Hydropsyche",14,2,17.5899961546877,21.5285252960172,0.0175899961546877,0.378686677173039,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Hydropsyche",15,1,10.6869035942692,10.7642626480086,0.0106869035942692,0.11503663718266,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Lanthus",3,1,0.233366099093597,10.7642626480086,0.000233366099093597,0.00251201398378468,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Leuctra",5,3,0.76577060496633,32.2927879440258,0.00076577060496633,0.0247288677599461,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Limnophila",4,1,0.0564705519429177,10.7642626480086,5.64705519429177e-05,0.00060786385299158,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Neoplasta",2,1,0.0251938552502145,10.7642626480086,2.51938552502145e-05,0.00027119327502922,"Collector-Gatherer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Orthocladine",3,1,0.0237936628690934,10.7642626480086,2.37936628690934e-05,0.000256121236481092,"Collector-Gatherer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Orthocladine",5,1,0.075250325950402,10.7642626480086,7.5250325950402e-05,0.000810014272878385,"Collector-Gatherer"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Oulimnius",3,1,0.228469624524955,10.7642626480086,0.000228469624524955,0.00245930704547853,"Scraper - Coleoptera"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Polycentropus",10,1,2.4113394353919,10.7642626480086,0.0024113394353919,0.0259562910160592,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Rhyacophila",7,1,1.23446372846928,10.7642626480086,0.00123446372846928,0.0132880918026833,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Rhyacophila",9,1,2.30227192749982,10.7642626480086,0.00230227192749982,0.0247822597147451,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Taeniopteryx",3,3,0.395067931914325,32.2927879440258,0.000395067931914325,0.0127578449487941,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Taeniopteryx",4,12,3.44699525232635,129.171151776103,0.00344699525232635,0.445252346909754,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Taeniopteryx",5,8,4.20796841599851,86.1141011840689,0.00420796841599851,0.362365417954662,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Taeniopteryx",6,4,3.44907655367135,43.0570505920345,0.00344907655367135,0.148507063667227,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",4,"Taeniopteryx",7,1,1.30959072076903,10.7642626480086,0.00130959072076903,0.0140967784797527,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Paracapnia",3,1,0.0614696233202821,10.7642626480086,6.14696233202821e-05,0.000661675170293672,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Paracapnia",4,1,0.125713868193714,10.7642626480086,0.000125713868193714,0.00135321709573427,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Paracapnia",5,6,1.31386166874039,64.5855758880517,0.00131386166874039,0.0848565125128348,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Paracapnia",6,1,0.344605457472117,10.7642626480086,0.000344605457472117,0.00370942365416703,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Paracapnia",7,1,0.505613681209334,10.7642626480086,0.000505613681209334,0.00544255846296377,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Cheumatopsyche",4,1,0.195622024975048,10.7642626480086,0.000195622024975048,0.00210572685656672,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Cheumatopsyche",5,3,1.07703830744007,32.2927879440258,0.00107703830744007,0.0347805696697547,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Cheumatopsyche",8,1,1.28979404772968,10.7642626480086,0.00128979404772968,0.0138836818916005,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Cheumatopsyche",10,1,2.36707769875818,10.7642626480086,0.00236707769875818,0.0254798460576768,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Cheumatopsyche",12,2,7.77489763783787,21.5285252960172,0.00777489763783787,0.167382080470137,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Cheumatopsyche",13,1,4.83339596740053,10.7642626480086,0.00483339596740053,0.052027943674925,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Diplectrona",4,1,0.18517964931215,10.7642626480086,0.00018517964931215,0.00199332238226211,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Diplectrona",6,1,0.535737881547278,10.7642626480086,0.000535737881547278,0.00576682326746263,"Collector-Filterer"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Epeorus",3,1,0.22660409648614,10.7642626480086,0.00022660409648614,0.0024392260116915,"Scraper"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Hexatoma",11,1,2.12180125069267,10.7642626480086,0.00212180125069267,0.022839625949329,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Leuctra",5,1,0.25525686832211,10.7642626480086,0.00025525686832211,0.00274765197332734,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Optioservus",6,1,0.784137652455881,10.7642626480086,0.000784137652455881,0.008440663643228,"Scraper - Coleoptera"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Orthocladine",3,2,0.0475873257381868,21.5285252960172,4.75873257381868e-05,0.00102448494592437,"Collector-Gatherer"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Oulimnius",3,1,0.228469624524955,10.7642626480086,0.000228469624524955,0.00245930704547853,"Scraper - Coleoptera"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Prostoia",3,1,0.105074110965903,10.7642626480086,0.000105074110965903,0.00113104532794298,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Rhyacophila",7,1,1.23446372846928,10.7642626480086,0.00123446372846928,0.0132880918026833,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Rhyacophila",8,1,1.71908900374169,10.7642626480086,0.00171908900374169,0.018504725551579,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Rhyacophila",11,1,3.78694548947629,10.7642626480086,0.00378694548947629,0.0407636758824143,"Predator"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Taeniopteryx",3,2,0.263378621276217,21.5285252960172,0.000263378621276217,0.00567015331057518,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Taeniopteryx",4,8,2.29799683488423,86.1141011840689,0.00229799683488423,0.197889931959891,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Taeniopteryx",5,10,5.25996051999814,107.642626480086,0.00525996051999814,0.566195965554159,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Taeniopteryx",6,3,2.58680741525351,32.2927879440258,0.00258680741525351,0.0835352233128153,"Shredder"
"RIC","HIGH","1457","12/13/23","December","> 1",5,"Tanypodinae",4,1,0.00380316206602734,10.7642626480086,3.80316206602734e-06,4.09382353716613e-05,"Predator"
"EAS","REF","25","2/5/24","January","> 1",1,"Acroneuria",4,1,0.167730288094171,10.7642626480086,0.000167730288094171,0.0018054928750718,"Predator"
"EAS","REF","25","2/5/24","January","> 1",1,"Cernotina",4,1,0.237176789910215,10.7642626480086,0.000237176789910215,0.00255303326060511,"Predator"
"EAS","REF","25","2/5/24","January","> 1",1,"Cheumatopsyche",8,1,1.28979404772968,10.7642626480086,0.00128979404772968,0.0138836818916005,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",1,"Diplectrona",5,1,0.33227486588936,10.7642626480086,0.00033227486588936,0.00357669392776491,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",1,"Diplectrona",6,1,0.535737881547278,10.7642626480086,0.000535737881547278,0.00576682326746263,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",1,"Hydropsyche",10,1,3.40071452298947,10.7642626480086,0.00340071452298947,0.036606184316356,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",1,"Paraleptophlebia",4,1,0.217067423462228,10.7642626480086,0.000217067423462228,0.00233657075847393,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",1,"Paraleptophlebia",8,1,1.64059044810262,10.7642626480086,0.00164059044810262,0.0176597464811907,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",1,"Limnophila",4,1,0.0564705519429177,10.7642626480086,5.64705519429177e-05,0.00060786385299158,"Predator"
"EAS","REF","25","2/5/24","January","> 1",1,"Neophylax",5,1,0.481127956016956,10.7642626480086,0.000481127956016956,0.00517898768586605,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",1,"Neophylax",7,1,1.2552363115852,10.7642626480086,0.0012552363115852,0.0135116933432206,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",1,"Orthocladine",3,1,0.0237936628690934,10.7642626480086,2.37936628690934e-05,0.000256121236481092,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",1,"Orthocladine",4,2,0.0910129542775856,21.5285252960172,9.10129542775856e-05,0.00195937468843026,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",1,"Orthocladine",5,1,0.075250325950402,10.7642626480086,7.5250325950402e-05,0.000810014272878385,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",1,"Orthocladine",6,1,0.113496616306551,10.7642626480086,0.000113496616306551,0.00122170738758398,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",1,"Orthocladine",7,1,0.160650091726157,10.7642626480086,0.000160650091726157,0.00172927978176702,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",1,"Orthocladine",8,1,0.217067510946086,10.7642626480086,0.000217067510946086,0.00233657170017315,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",1,"Paracapnia",7,1,0.505613681209334,10.7642626480086,0.000505613681209334,0.00544255846296377,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",1,"Paracapnia",8,1,0.704765748014437,10.7642626480086,0.000704765748014437,0.00758628361694766,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",1,"Taeniopteryx",3,1,0.131689310638108,10.7642626480086,0.000131689310638108,0.00141753832764379,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",2,"Ameletus",3,2,0.264429880082058,21.5285252960172,0.000264429880082058,0.00569278536236939,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Ameletus",4,2,0.556739427340157,21.5285252960172,0.000556739427340157,0.0119857788447827,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Ameletus",5,2,0.991870770176294,21.5285252960172,0.000991870770176294,0.0213535149661204,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Ameletus",7,1,1.18468926388743,10.7642626480086,0.00118468926388743,0.0127523063927603,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Collembola",2,3,NA,32.2927879440258,NA,NA,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Cyrnellus",6,1,0.661849375547267,10.7642626480086,0.000661849375547267,0.00712432051181127,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",2,"Diplectrona",5,1,0.33227486588936,10.7642626480086,0.00033227486588936,0.00357669392776491,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",2,"Diplectrona",6,1,0.535737881547278,10.7642626480086,0.000535737881547278,0.00576682326746263,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",2,"Eurylophella",2,2,0.101335790831523,21.5285252960172,0.000101335790831523,0.00218161013630835,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Eurylophella",3,3,0.447491863340878,32.2927879440258,0.000447491863340878,0.014450759849544,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Stenonema",2,1,0.0784701419626385,10.7642626480086,7.84701419626385e-05,0.000844673218112363,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",2,"Stenonema",3,2,0.453303599531103,21.5285252960172,0.000453303599531103,0.00975895800928101,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",2,"Stenonema",5,2,1.7248268203284,21.5285252960172,0.0017248268203284,0.037132977832689,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",2,"Hexatoma",10,1,1.65672066871617,10.7642626480086,0.00165672066871617,0.0178333764124453,"Predator"
"EAS","REF","25","2/5/24","January","> 1",2,"Leuctra",2,1,0.0203359784387068,10.7642626480086,2.03359784387068e-05,0.000218901813118481,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",2,"Leuctra",5,1,0.25525686832211,10.7642626480086,0.00025525686832211,0.00274765197332734,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",2,"Optioservus",4,2,0.472271977245417,21.5285252960172,0.000472271977245417,0.010167319208728,"Scraper - Coleoptera"
"EAS","REF","25","2/5/24","January","> 1",2,"Orthocladine",3,2,0.0475873257381868,21.5285252960172,4.75873257381868e-05,0.00102448494592437,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Orthocladine",4,1,0.0455064771387928,10.7642626480086,4.55064771387928e-05,0.000489843672107565,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Orthocladine",6,2,0.226993232613103,21.5285252960172,0.000226993232613103,0.0048868295503359,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Orthocladine",7,1,0.160650091726157,10.7642626480086,0.000160650091726157,0.00172927978176702,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Paraleptophlebia",4,1,0.217067423462228,10.7642626480086,0.000217067423462228,0.00233657075847393,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Paraleptophlebia",6,1,0.708645355754769,10.7642626480086,0.000708645355754769,0.00762804473363584,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Paraleptophlebia",7,2,2.22233575186832,21.5285252960172,0.00222233575186832,0.0478436114503407,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",2,"Prosimulium",4,1,0.0999430544979405,10.7642626480086,9.99430544979405e-05,0.00107581328846007,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",2,"Prosimulium",5,2,0.407310452822411,21.5285252960172,0.000407310452822411,0.00876879338691951,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",2,"Prostoia",3,1,0.105074110965903,10.7642626480086,0.000105074110965903,0.00113104532794298,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",2,"Psephenus",7,1,2.10333464101595,10.7642626480086,0.00210333464101595,0.0226408465125506,"Scraper - Coleoptera"
"EAS","REF","25","2/5/24","January","> 1",3,"Paracapnia",8,1,0.704765748014437,10.7642626480086,0.000704765748014437,0.00758628361694766,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",3,"Ameletus",13,1,5.87998368347789,10.7642626480086,0.00587998368347789,0.0632936887349611,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",3,"Diplectrona",6,1,0.535737881547278,10.7642626480086,0.000535737881547278,0.00576682326746263,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",3,"Diplectrona",8,1,1.13839202842985,10.7642626480086,0.00113839202842985,0.0122539507904182,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",3,"Diplectrona",9,1,1.5499277528113,10.7642626480086,0.0015499277528113,0.0166838294166986,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",3,"Hexatoma",16,1,5.61235023902067,10.7642626480086,0.00561235023902067,0.0604128120454324,"Predator"
"EAS","REF","25","2/5/24","January","> 1",3,"Hexatoma",33,1,36.7545811809298,10.7642626480086,0.0367545811809298,0.395635965349083,"Predator"
"EAS","REF","25","2/5/24","January","> 1",3,"Paraleptophlebia",5,1,0.416272833570613,10.7642626480086,0.000416272833570613,0.00448087011378485,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",3,"Neophylax",5,1,0.481127956016956,10.7642626480086,0.000481127956016956,0.00517898768586605,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",3,"Orthocladine",4,1,0.0455064771387928,10.7642626480086,4.55064771387928e-05,0.000489843672107565,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",3,"Orthocladine",6,1,0.113496616306551,10.7642626480086,0.000113496616306551,0.00122170738758398,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",3,"Oulimnius",2,1,0.0810868667511443,10.7642626480086,8.10868667511443e-05,0.000872840331013394,"Scraper - Coleoptera"
"EAS","REF","25","2/5/24","January","> 1",3,"Probezzia",8,1,0.47720522343442,10.7642626480086,0.00047720522343442,0.00513676236204973,"Predator"
"EAS","REF","25","2/5/24","January","> 1",3,"Probezzia",9,1,0.63250217381705,10.7642626480086,0.00063250217381705,0.00680841952440313,"Predator"
"EAS","REF","25","2/5/24","January","> 1",3,"Probezzia",10,1,0.813792981287332,10.7642626480086,0.000813792981287332,0.0087598813916828,"Predator"
"EAS","REF","25","2/5/24","January","> 1",3,"Prosimulium",2,1,0.0109513316723369,10.7642626480086,1.09513316723369e-05,0.000117883010466489,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",3,"Prosimulium",4,2,0.199886108995881,21.5285252960172,0.000199886108995881,0.00430325315384028,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",3,"Prosimulium",5,1,0.203655226411206,10.7642626480086,0.000203655226411206,0.00219219834672988,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",3,"Stenonema",4,1,0.481059623409113,10.7642626480086,0.000481059623409113,0.0051782521357278,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",3,"Taeniopteryx",3,1,0.131689310638108,10.7642626480086,0.000131689310638108,0.00141753832764379,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",3,"Tanytarsini",4,1,0.0351163721879193,10.7642626480086,3.51163721879193e-05,0.000378001853475988,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",3,"Tanytarsini",6,1,0.106141836592416,10.7642626480086,0.000106141836592416,0.00114253860702278,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",4,"Acroneuria",2,2,0.0357036439248951,21.5285252960172,3.57036439248951e-05,0.000768646801397095,"Predator"
"EAS","REF","25","2/5/24","January","> 1",4,"Acroneuria",3,1,0.0661926085342278,10.7642626480086,6.61926085342278e-05,0.000712514623619244,"Predator"
"EAS","REF","25","2/5/24","January","> 1",4,"Cernotina",6,1,0.661849375547267,10.7642626480086,0.000661849375547267,0.00712432051181127,"Predator"
"EAS","REF","25","2/5/24","January","> 1",4,"Cyrnellus",6,1,0.661849375547267,10.7642626480086,0.000661849375547267,0.00712432051181127,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",4,"Diplectrona",4,1,0.18517964931215,10.7642626480086,0.00018517964931215,0.00199332238226211,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",4,"Diplectrona",6,5,2.67868940773639,53.8213132400431,0.00267868940773639,0.144170581686566,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",4,"Diplectrona",17,1,8.20299135848134,10.7642626480086,0.00820299135848134,0.0882991534820381,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",4,"Epeorus",2,2,0.153695929028368,21.5285252960172,0.000153695929028368,0.00330884669598209,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Epeorus",3,2,0.45320819297228,21.5285252960172,0.00045320819297228,0.00975690404676598,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Epeorus",4,3,1.4642007396628,32.2927879440258,0.0014642007396628,0.0472831239934164,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Epeorus",6,1,1.43917880706906,10.7642626480086,0.00143917880706906,0.015491698676739,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Epeorus",8,1,3.09974783700409,10.7642626480086,0.00309974783700409,0.0333664998601086,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Eurylophella",5,1,0.581362625534348,10.7642626480086,0.000581362625534348,0.0062579399949876,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",4,"Stenonema",2,1,0.0784701419626385,10.7642626480086,7.84701419626385e-05,0.000844673218112363,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Stenonema",3,3,0.679955399296654,32.2927879440258,0.000679955399296654,0.0219576555208823,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Stenonema",5,1,0.862413410164201,10.7642626480086,0.000862413410164201,0.00928324445817224,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Hexatoma",4,1,0.153531335576444,10.7642626480086,0.000153531335576444,0.0016526516208444,"Predator"
"EAS","REF","25","2/5/24","January","> 1",4,"Hexatoma",5,1,0.27401568409384,10.7642626480086,0.00027401568409384,0.00294957679325985,"Predator"
"EAS","REF","25","2/5/24","January","> 1",4,"Hexatoma",7,1,0.656332337194608,10.7642626480086,0.000656332337194609,0.00706493366194412,"Predator"
"EAS","REF","25","2/5/24","January","> 1",4,"Hexatoma",16,1,5.61235023902067,10.7642626480086,0.00561235023902067,0.0604128120454324,"Predator"
"EAS","REF","25","2/5/24","January","> 1",4,"Hydatophylax",10,2,6.93786868696455,21.5285252960172,0.00693786868696455,0.149362081527762,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",4,"Hydropsyche",9,1,2.52552122494593,10.7642626480086,0.00252552122494593,0.0271853737884384,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",4,"Paraleptophlebia",6,1,0.708645355754769,10.7642626480086,0.000708645355754769,0.00762804473363584,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",4,"Paraleptophlebia",7,1,1.11116787593416,10.7642626480086,0.00111116787593416,0.0119609028625852,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",4,"Paraleptophlebia",8,1,1.64059044810262,10.7642626480086,0.00164059044810262,0.0176597464811907,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",4,"Micrasema",8,1,2.71722401038042,10.7642626480086,0.00271722401038042,0.0292489129212101,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",4,"Neophylax",4,2,0.509444702994631,21.5285252960172,0.000509444702994631,0.0109675931753419,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Neophylax",5,3,1.44338386805087,32.2927879440258,0.00144338386805087,0.0466108891727944,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Neophylax",7,1,1.2552363115852,10.7642626480086,0.0012552363115852,0.0135116933432206,"Scraper"
"EAS","REF","25","2/5/24","January","> 1",4,"Orthocladine",3,1,0.0237936628690934,10.7642626480086,2.37936628690934e-05,0.000256121236481092,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",4,"Orthocladine",4,5,0.227532385693964,53.8213132400431,0.000227532385693964,0.0122460918026891,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",4,"Orthocladine",5,9,0.677252933553618,96.8783638320775,0.000677252933553618,0.0656111561031492,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",4,"Orthocladine",6,2,0.226993232613103,21.5285252960172,0.000226993232613103,0.0048868295503359,"Collector-Gatherer"
"EAS","REF","25","2/5/24","January","> 1",4,"Paracapnia",5,1,0.218976944790065,10.7642626480086,0.000218976944790065,0.00235712534757875,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",4,"Paracapnia",6,1,0.344605457472117,10.7642626480086,0.000344605457472117,0.00370942365416703,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",4,"Paracapnia",7,6,3.03368208725601,64.5855758880517,0.00303368208725601,0.195932104666696,"Shredder"
"EAS","REF","25","2/5/24","January","> 1",4,"Prosimulium",2,1,0.0109513316723369,10.7642626480086,1.09513316723369e-05,0.000117883010466489,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",4,"Prosimulium",3,2,0.0798413817391209,21.5285252960172,7.98413817391209e-05,0.00171886720643963,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",4,"Prosimulium",4,11,1.09937359947735,118.406889128095,0.00109937359947735,0.130173407903668,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",4,"Prosimulium",5,1,0.203655226411206,10.7642626480086,0.000203655226411206,0.00219219834672988,"Collector-Filterer"
"EAS","REF","25","2/5/24","January","> 1",4,"Rhyacophila",11,1,3.78694548947629,10.7642626480086,0.00378694548947629,0.0407636758824143,"Predator"
"EAS","REF","25","2/5/24","January","> 1",4,"Tanypodinae",5,1,0.00380367129076942,10.7642626480086,3.80367129076942e-06,4.0943716800532e-05,"Predator"
